Date/Time,Electricity Total [kWh] (Hourly),Electricity:Facility [kWh](Hourly),Gas:Facility [kWh](Hourly),Heating:Electricity [kWh](Hourly),Heating:Gas [kWh](Hourly),Cooling:Electricity [kWh](Hourly),HVACFan:Fans:Electricity [kWh](Hourly),Electricity:HVAC [kWh](Hourly),Fans:Electricity [kWh](Hourly),General:InteriorLights:Electricity [kWh](Hourly),General:ExteriorLights:Electricity [kWh](Hourly),Appl:InteriorEquipment:Electricity [kWh](Hourly),Misc:InteriorEquipment:Electricity [kWh](Hourly),Water Heater:WaterSystems:Gas [kWh](Hourly)
01/20 21:00:00,4.895107625,1.600128979,0.8764852662,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.5678178726,0.1164650298,0.2758751487,0.6248959154,0.8334394137
01/20 22:00:00,4.451869576,1.458263789,0.7962289505,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.4767527063,9.78E-02,0.2583424897,0.6103069057,0.7541880594
01/20 23:00:00,4.504355991,1.192984183,1.073554501,0.00E+00,0.4098051059,0.00E+00,1.14E-02,1.14E-02,1.14E-02,0.3589037302,7.36E-02,0.2058810209,0.5281424136,0.6273683913
01/21 1052424:00:00,4.69155777,0.9316418833,1.412734583,0.00E+00,0.8921628813,0.00E+00,2.47E-02,2.47E-02,2.47E-02,0.2464114895,5.05E-02,0.1359208905,0.4589459301,0.488957287
01/21 1:00:00,5.305008674,0.6859166144,1.943851737,0.00E+00,1.562762383,0.00E+00,4.33E-02,4.33E-02,4.33E-02,0.1285625134,2.64E-02,9.29E-02,0.3796181899,0.3549394177
01/21 2:00:00,5.595590288,0.583207771,2.182121918,0.00E+00,1.876158854,0.00E+00,5.20E-02,5.20E-02,5.20E-02,7.50E-02,1.54E-02,7.62E-02,0.3495283574,0.2818858607
01/21 3:00:00,6.266530577,0.549967999,2.540198217,0.00E+00,2.254481166,0.00E+00,6.25E-02,6.25E-02,6.25E-02,5.36E-02,1.10E-02,6.23E-02,0.3454758547,0.2619190039
01/21 4:00:00,7.108326628,0.5480206562,2.951610362,0.00E+00,2.660623833,0.00E+00,7.38E-02,7.38E-02,7.38E-02,5.36E-02,1.10E-02,5.40E-02,0.3406128514,0.2675234689
01/21 5:00:00,7.712416274,0.5534280015,3.241377082,0.00E+00,2.892346222,0.00E+00,8.02E-02,8.02E-02,8.02E-02,5.36E-02,1.10E-02,6.58E-02,0.3277461554,0.3264541196
01/21 6:00:00,8.404753713,0.6066780106,3.534601867,0.00E+00,2.928486381,0.00E+00,8.12E-02,8.12E-02,8.12E-02,5.36E-02,1.10E-02,8.01E-02,0.3657383681,0.5809216583
01/21 7:00:00,9.508459105,0.8043659521,3.894099521,0.00E+00,2.806802239,0.00E+00,7.79E-02,7.79E-02,7.79E-02,0.123205778,2.53E-02,0.1403836552,0.4225747184,1.058188292
01/21 8:00:00,9.552709055,1.093444701,3.653536133,0.00E+00,2.428999481,0.00E+00,6.74E-02,6.74E-02,6.74E-02,0.2517682913,5.16E-02,0.2285674738,0.4490172985,1.193606169
01/21 9:00:00,8.167533646,1.036940102,3.016817938,0.00E+00,1.824955206,0.00E+00,5.06E-02,5.06E-02,5.06E-02,0.2410547541,4.94E-02,0.301128191,0.3796181899,1.165712796
01/21 10:00:00,6.326076118,0.8941731893,2.255059171,0.00E+00,1.170619471,0.00E+00,3.25E-02,3.25E-02,3.25E-02,0.123205778,2.53E-02,0.3750648542,0.3230857773,1.062183989
01/21 11:00:00,5.825767253,0.893335152,2.009347233,0.00E+00,1.050109504,0.00E+00,2.91E-02,2.91E-02,2.91E-02,0.101778637,2.09E-02,0.3957931658,0.3306842198,0.9364586009
01/21 12:00:00,3.416545815,0.8821238034,0.8450796636,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.4136088163,0.3307855324,0.8222935565
01/21 13:00:00,3.19707787,0.8625995957,0.7546779791,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3996567997,0.3252133412,0.7322757115
01/21 14:00:00,3.034504375,0.8356245957,0.7007535605,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3614361047,0.3364590362,0.677576635
01/21 15:00:00,2.923652038,0.8313574839,0.6502470311,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.1071354389,2.20E-02,0.3317680086,0.3554044863,0.6257650513
01/21 16:00:00,3.056833177,0.8915457974,0.6573297296,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.1339193152,2.75E-02,0.3399228606,0.3751604369,0.6314868644
01/21 17:00:00,3.650068245,1.119593974,0.728261445,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.224984415,4.61E-02,0.3896389744,0.443749045,0.6976938648
01/21 18:00:00,5.113212143,1.542719632,1.035382016,0.00E+00,0.1661703111,0.00E+00,4.61E-03,4.61E-03,4.61E-03,0.4178282183,8.57E-02,0.480422252,0.5390841709,0.8320769807
01/21 19:00:00,5.538947686,1.811789961,1.000379951,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.6213855588,0.1274522988,0.4325943661,0.5852827016,0.9600628484
01/21 20:00:00,5.524893786,1.762819138,1.02797285,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.6588829724,0.1351433844,0.3495909304,0.6041268391,0.9863576715
01/21 21:00:00,5.131619283,1.634984377,0.9598856969,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.5678178726,0.1164650298,0.3107305469,0.6248959154,0.9168398443
01/21 22:00:00,4.664235582,1.493870675,0.8668050675,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.4767527063,9.78E-02,0.2939493757,0.6103069057,0.8247641765
01/21 23:00:00,4.273060116,1.216039995,0.9400881732,0.00E+00,0.2209899422,0.00E+00,6.13E-03,6.13E-03,6.13E-03,0.3589037302,7.36E-02,0.2341742554,0.5281424136,0.6827172275
01/22 1052448:00:00,4.226511799,0.9397505307,1.179529161,0.00E+00,0.6244393638,0.00E+00,1.73E-02,1.73E-02,1.73E-02,0.2464114895,5.05E-02,0.1514557483,0.4589459301,0.5234753819
01/22 1:00:00,4.779141756,0.6790044412,1.694742625,0.00E+00,1.313570502,0.00E+00,3.64E-02,3.64E-02,3.64E-02,0.1285625134,2.64E-02,9.29E-02,0.3796181899,0.3550221858
01/22 2:00:00,4.559323349,0.5695899395,1.691224111,0.00E+00,1.385220193,0.00E+00,3.84E-02,3.84E-02,3.84E-02,7.50E-02,1.54E-02,7.62E-02,0.3495283574,0.2819267149
01/22 3:00:00,5.257196805,0.5367043945,2.06205854,0.00E+00,1.776312799,0.00E+00,4.93E-02,4.93E-02,4.93E-02,5.36E-02,1.10E-02,6.23E-02,0.3454758547,0.2619476937
01/22 4:00:00,5.933931368,0.5325880291,2.395277986,0.00E+00,2.104259682,0.00E+00,5.84E-02,5.84E-02,5.84E-02,5.36E-02,1.10E-02,5.40E-02,0.3406128514,0.2675552441
01/22 5:00:00,6.267668103,0.5344420128,2.556974974,0.00E+00,2.207879248,0.00E+00,6.12E-02,6.12E-02,6.12E-02,5.36E-02,1.10E-02,6.58E-02,0.3277461554,0.3265189854
01/22 6:00:00,6.627247827,0.5833158987,2.692573148,0.00E+00,2.086255079,0.00E+00,5.79E-02,5.79E-02,5.79E-02,5.36E-02,1.10E-02,8.01E-02,0.3657383681,0.5811242409
01/22 7:00:00,10.34919476,0.815401231,4.292396789,0.00E+00,3.204636876,0.00E+00,8.89E-02,8.89E-02,8.89E-02,0.123205778,2.53E-02,0.1403836552,0.4225747184,1.058650923
01/22 8:00:00,8.968681689,1.085756177,3.376899497,0.00E+00,2.151819275,0.00E+00,5.97E-02,5.97E-02,5.97E-02,0.2517682913,5.16E-02,0.2285674738,0.4490172985,1.194149738
01/22 9:00:00,7.516134467,1.028366556,2.708265441,0.00E+00,1.515868896,0.00E+00,4.20E-02,4.20E-02,4.20E-02,0.2410547541,4.94E-02,0.301128191,0.3796181899,1.166246608
01/22 10:00:00,5.532260746,0.8837296336,1.879038596,0.00E+00,0.7941171435,0.00E+00,2.20E-02,2.20E-02,2.20E-02,0.123205778,2.53E-02,0.3750648542,0.3230857773,1.062665742
01/22 11:00:00,4.667497062,0.8781043586,1.460673725,0.00E+00,0.5010216909,0.00E+00,1.39E-02,1.39E-02,1.39E-02,0.101778637,2.09E-02,0.3957931658,0.3306842198,0.9368729055
01/22 12:00:00,3.413306884,0.8821238034,0.8434601982,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.4136088163,0.3307855324,0.8206740911
01/22 13:00:00,3.193044831,0.8625995957,0.7526614595,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3996567997,0.3252133412,0.7302591919
01/22 14:00:00,3.027290654,0.8356245957,0.6971467,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3614361047,0.3364590362,0.6739697745
01/22 15:00:00,2.91678201,0.8313574839,0.6468120172,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.1071354389,2.20E-02,0.3317680086,0.3554044863,0.6223300375
01/22 16:00:00,3.04735401,0.8915457974,0.6525901461,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.1339193152,2.75E-02,0.3399228606,0.3751604369,0.6267472809
01/22 17:00:00,3.64094534,1.119593974,0.7236999928,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.224984415,4.61E-02,0.3896389744,0.443749045,0.6931324126
01/22 18:00:00,4.752719651,1.538110341,0.8643543533,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.4178282183,8.57E-02,0.480422252,0.5390841709,0.8272196287
01/22 19:00:00,5.530411549,1.811789961,0.9961118826,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.6213855588,0.1274522988,0.4325943661,0.5852827016,0.9557947798
01/22 20:00:00,5.517040778,1.762819138,1.024046346,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.6588829724,0.1351433844,0.3495909304,0.6041268391,0.9824311675
01/22 21:00:00,5.123419795,1.634984377,0.9557859531,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.5678178726,0.1164650298,0.3107305469,0.6248959154,0.9127401006
01/22 22:00:00,4.655449814,1.493870675,0.8624121837,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.4767527063,9.78E-02,0.2939493757,0.6103069057,0.8203712927
01/22 23:00:00,3.801139065,1.209910097,0.7163874427,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.3589037302,7.36E-02,0.2341742554,0.5281424136,0.6800064392
01/23 1052472:00:00,3.029079453,0.9240423069,0.6122294355,0.00E+00,5.81E-02,0.00E+00,1.61E-03,1.61E-03,1.61E-03,0.2464114895,5.05E-02,0.1514557483,0.4589459301,0.5224753927
01/23 1:00:00,3.263114879,0.6530191016,0.9821261771,0.00E+00,0.6137579015,0.00E+00,1.70E-02,1.70E-02,1.70E-02,0.1285625134,2.64E-02,8.64E-02,0.3796181899,0.3422183389
01/23 2:00:00,3.950875275,0.5579293007,1.406374325,0.00E+00,1.107135525,0.00E+00,3.07E-02,3.07E-02,3.07E-02,7.50E-02,1.54E-02,7.22E-02,0.3495283574,0.2751615963
01/23 3:00:00,4.706475795,0.5270558342,1.803383915,0.00E+00,1.522609238,0.00E+00,4.22E-02,4.22E-02,4.22E-02,5.36E-02,1.10E-02,5.97E-02,0.3454758547,0.2569766297
01/23 4:00:00,5.717646493,0.5285568767,2.293832448,0.00E+00,2.008156399,0.00E+00,5.57E-02,5.57E-02,5.57E-02,5.36E-02,1.10E-02,5.26E-02,0.3406128514,0.2622129888
01/23 5:00:00,6.304976336,0.5326184717,2.576605014,0.00E+00,2.238436817,0.00E+00,6.21E-02,6.21E-02,6.21E-02,5.36E-02,1.10E-02,6.32E-02,0.3277461554,0.3155914568
01/23 6:00:00,7.117808793,0.5866014392,2.927185854,0.00E+00,2.352393286,0.00E+00,6.53E-02,6.53E-02,6.53E-02,5.36E-02,1.10E-02,7.60E-02,0.3657383681,0.5495987409
01/23 7:00:00,8.104087981,0.7774540211,3.2351123,0.00E+00,2.219658211,0.00E+00,6.16E-02,6.16E-02,6.16E-02,0.123205778,2.53E-02,0.1297581345,0.4225747184,0.9863450984
01/23 8:00:00,8.06054466,1.055527922,2.962126114,0.00E+00,1.824947837,0.00E+00,5.06E-02,5.06E-02,5.06E-02,0.2517682913,5.16E-02,0.207406095,0.4490172985,1.106247794
01/23 9:00:00,7.101534646,0.9937468807,2.537767553,0.00E+00,1.437192712,0.00E+00,3.99E-02,3.99E-02,3.99E-02,0.2410547541,4.94E-02,0.2686908642,0.3796181899,1.074424905
01/23 10:00:00,5.149189345,0.837070712,1.735789645,0.00E+00,0.7354320833,0.00E+00,2.04E-02,2.04E-02,2.04E-02,0.123205778,2.53E-02,0.3300337597,0.3230857773,0.9781018509
01/23 11:00:00,3.857688983,0.8197942251,1.121473682,0.00E+00,0.2344643143,0.00E+00,6.50E-03,6.50E-03,6.50E-03,0.101778637,2.09E-02,0.3448768958,0.3306842198,0.8642302393
01/23 12:00:00,3.18523227,0.8296350019,0.7819116928,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3611200148,0.3307855324,0.7591255857
01/23 13:00:00,2.990881045,0.8147890513,0.6993901111,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3518462554,0.3252133412,0.6769878435
01/23 14:00:00,2.851413797,0.7920365283,0.6527963389,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3178480374,0.3364590362,0.6296194134
01/23 15:00:00,2.753571784,0.7922318804,0.6043325074,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.1071354389,2.20E-02,0.2926424051,0.3554044863,0.5798505277
01/23 16:00:00,2.891728028,0.8544867949,0.6118361579,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.1339193152,2.75E-02,0.3028638581,0.3751604369,0.5859932927
01/23 17:00:00,3.469549112,1.083676026,0.6739198267,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.224984415,4.61E-02,0.3537210264,0.443749045,0.6433522465
01/23 18:00:00,4.562240625,1.502758382,0.8044667986,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.4178282183,8.57E-02,0.4450702935,0.5390841709,0.767332074
01/23 19:00:00,5.306209139,1.777479618,0.9183210204,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.6213855588,0.1274522988,0.3982840231,0.5852827016,0.8780039175
01/23 20:00:00,5.275017417,1.728574357,0.9372794469,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.6588829724,0.1351433844,0.3153461488,0.6041268391,0.8956642687
01/23 21:00:00,4.890003125,1.600128979,0.8739330166,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.5678178726,0.1164650298,0.2758751487,0.6248959154,0.830887164
01/23 22:00:00,4.446178163,1.458263789,0.7933832442,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.4767527063,9.78E-02,0.2583424897,0.6103069057,0.7513423531
01/23 23:00:00,3.636034491,1.181616863,0.6621283907,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.3589037302,7.36E-02,0.2058810209,0.5281424136,0.6257473872
01/24 1052496:00:00,3.059545648,0.9102217317,0.6395688258,0.00E+00,0.1199415061,0.00E+00,3.33E-03,3.33E-03,3.33E-03,0.2464114895,5.05E-02,0.1359208905,0.4589459301,0.4880129046
01/24 1:00:00,3.360894531,0.6543052608,1.028443684,0.00E+00,0.6601254369,0.00E+00,1.83E-02,1.83E-02,1.83E-02,0.1285625134,2.64E-02,8.64E-02,0.3796181899,0.3421683109
01/24 2:00:00,3.942673943,0.5578208062,1.402490648,0.00E+00,1.103224172,0.00E+00,3.06E-02,3.06E-02,3.06E-02,7.50E-02,1.54E-02,7.22E-02,0.3495283574,0.2751892727
01/24 3:00:00,4.477210876,0.5240427331,1.694777658,0.00E+00,1.413983441,0.00E+00,3.92E-02,3.92E-02,3.92E-02,5.36E-02,1.10E-02,5.97E-02,0.3454758547,0.2569961699
01/24 4:00:00,5.196454796,0.5217077407,2.046934872,0.00E+00,1.761237081,0.00E+00,4.89E-02,4.89E-02,4.89E-02,5.36E-02,1.10E-02,5.26E-02,0.3406128514,0.26223473
01/24 5:00:00,5.803132955,0.5260229853,2.338874297,0.00E+00,2.000661861,0.00E+00,5.55E-02,5.55E-02,5.55E-02,5.36E-02,1.10E-02,6.32E-02,0.3277461554,0.3156356955
01/24 6:00:00,6.683007894,0.5808844003,2.721219482,0.00E+00,2.146287388,0.00E+00,5.95E-02,5.95E-02,5.95E-02,5.36E-02,1.10E-02,7.60E-02,0.3657383681,0.5497382665
01/24 7:00:00,9.601892837,0.7971271037,3.944668563,0.00E+00,2.928895713,0.00E+00,8.12E-02,8.12E-02,8.12E-02,0.123205778,2.53E-02,0.1297581345,0.4225747184,0.9866638597
01/24 8:00:00,7.728124624,1.05115007,2.8046718,0.00E+00,1.667121192,0.00E+00,4.62E-02,4.62E-02,4.62E-02,0.2517682913,5.16E-02,0.207406095,0.4490172985,1.106620125
01/24 9:00:00,6.033953369,0.9797091232,2.03205243,0.00E+00,0.9311152314,0.00E+00,2.58E-02,2.58E-02,2.58E-02,0.2410547541,4.94E-02,0.2686908642,0.3796181899,1.074787262
01/24 10:00:00,3.597195594,0.8166710349,1.000592124,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.123205778,2.53E-02,0.3300337597,0.3230857773,0.9783364128
01/24 11:00:00,3.35328516,0.8132905704,0.88227908,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3448768958,0.3306842198,0.8594999518
01/24 12:00:00,3.181396231,0.8296350019,0.7799936734,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3611200148,0.3307855324,0.7572075662
01/24 13:00:00,2.983598766,0.8147890513,0.6957489713,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3518462554,0.3252133412,0.6733467037
01/24 14:00:00,2.83633385,0.7920365283,0.6452563653,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3178480374,0.3364590362,0.6220794398
01/24 15:00:00,2.742042735,0.7922318804,0.5985679829,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.1071354389,2.20E-02,0.2926424051,0.3554044863,0.5740860032
01/24 16:00:00,2.877558062,0.8544867949,0.6047511748,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.1339193152,2.75E-02,0.3028638581,0.3751604369,0.5789083096
01/24 17:00:00,3.454547728,1.083676026,0.6664191346,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.224984415,4.61E-02,0.3537210264,0.443749045,0.6358515545
01/24 18:00:00,4.546836109,1.502758382,0.7967645409,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.4178282183,8.57E-02,0.4450702935,0.5390841709,0.7596298163
01/24 19:00:00,5.289022022,1.777479618,0.909727462,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.6213855588,0.1274522988,0.3982840231,0.5852827016,0.8694103592
01/24 20:00:00,5.257801244,1.728574357,0.9286713606,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.6588829724,0.1351433844,0.3153461488,0.6041268391,0.8870561824
01/24 21:00:00,4.870410759,1.600128979,0.8641368334,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.5678178726,0.1164650298,0.2758751487,0.6248959154,0.8210909808
01/24 22:00:00,4.426962997,1.458263789,0.7837756611,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.4767527063,9.78E-02,0.2583424897,0.6103069057,0.74173477
01/24 23:00:00,3.617009806,1.181616863,0.6526160479,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.3589037302,7.36E-02,0.2058810209,0.5281424136,0.6162350444
01/25 1052520:00:00,2.789950015,0.9068947514,0.5114249697,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.2464114895,5.05E-02,0.1359208905,0.4589459301,0.4798105546
01/25 1:00:00,1.955929971,0.6359944662,0.3625829936,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.1285625134,2.64E-02,8.64E-02,0.3796181899,0.3364330568
01/25 2:00:00,1.603786,0.527219181,0.294249927,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E-02,1.54E-02,7.22E-02,0.3495283574,0.2701727234
01/25 3:00:00,1.48876483,0.4848211566,0.278997788,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.36E-02,1.10E-02,5.97E-02,0.3454758547,0.2551997404
01/25 4:00:00,2.312330291,0.4838093333,0.6806694343,0.00E+00,0.3949554232,0.00E+00,1.10E-02,1.10E-02,1.10E-02,5.36E-02,1.10E-02,5.26E-02,0.3406128514,0.2622509507
01/25 5:00:00,2.900459587,0.4878803147,0.9638229537,0.00E+00,0.625574232,0.00E+00,1.74E-02,1.74E-02,1.74E-02,5.36E-02,1.10E-02,6.32E-02,0.3277461554,0.3156719816
01/25 6:00:00,3.915872592,0.5445206078,1.410379416,0.00E+00,0.8353303808,0.00E+00,2.32E-02,2.32E-02,2.32E-02,5.36E-02,1.10E-02,7.60E-02,0.3657383681,0.549855208
01/25 7:00:00,5.780783284,0.7469099334,2.134548127,0.00E+00,1.11850833,0.00E+00,3.10E-02,3.10E-02,3.10E-02,0.123205778,2.53E-02,0.1297581345,0.4225747184,0.9869308076
01/25 8:00:00,5.318296894,1.019476251,1.663105574,0.00E+00,0.5252431644,0.00E+00,1.46E-02,1.46E-02,1.46E-02,0.2517682913,5.16E-02,0.207406095,0.4490172985,1.106931926
01/25 9:00:00,4.265699149,0.9564659296,1.194411707,0.00E+00,9.32E-02,0.00E+00,2.58E-03,2.58E-03,2.58E-03,0.2410547541,4.94E-02,0.2686908642,0.3796181899,1.075090695
01/25 10:00:00,3.592763452,0.8166710349,0.9983760527,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.123205778,2.53E-02,0.3300337597,0.3230857773,0.976120342
01/25 11:00:00,3.352196443,0.8132905704,0.8817347215,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3448768958,0.3306842198,0.8589555933
01/25 12:00:00,3.174301747,0.8296350019,0.776446431,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3611200148,0.3307855324,0.7536603239
01/25 13:00:00,2.977641468,0.8147890513,0.6927703227,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3518462554,0.3252133412,0.6703680551
01/25 14:00:00,2.832181588,0.7920365283,0.6431802347,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3178480374,0.3364590362,0.6200033092
01/25 15:00:00,2.737332848,0.7922318804,0.5962130398,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.1071354389,2.20E-02,0.2926424051,0.3554044863,0.57173106
01/25 16:00:00,2.86969097,0.8544867949,0.6008176289,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.1339193152,2.75E-02,0.3028638581,0.3751604369,0.5749747637
01/25 17:00:00,3.447910255,1.083676026,0.663100398,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.224984415,4.61E-02,0.3537210264,0.443749045,0.6325328178
01/25 18:00:00,4.538333632,1.502758382,0.7925133022,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.4178282183,8.57E-02,0.4450702935,0.5390841709,0.7553785775
01/25 19:00:00,5.282129052,1.777479618,0.9062809771,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.6213855588,0.1274522988,0.3982840231,0.5852827016,0.8659638743
01/25 20:00:00,5.253416634,1.728574357,0.9264790555,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.6588829724,0.1351433844,0.3153461488,0.6041268391,0.8848638773
01/25 21:00:00,4.868447373,1.600128979,0.8631551402,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.5678178726,0.1164650298,0.2758751487,0.6248959154,0.8201092877
01/25 22:00:00,4.42399352,1.458263789,0.7822909226,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.4767527063,9.78E-02,0.2583424897,0.6103069057,0.7402500315
01/25 23:00:00,3.610684013,1.181616863,0.6494531515,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.3589037302,7.36E-02,0.2058810209,0.5281424136,0.613072148
01/26 1052544:00:00,2.783371589,0.9068947514,0.5081357565,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.2464114895,5.05E-02,0.1359208905,0.4589459301,0.4765213414
01/26 1:00:00,1.94418846,0.6359944662,0.356712238,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.1285625134,2.64E-02,8.64E-02,0.3796181899,0.3305623013
01/26 2:00:00,1.595444909,0.527219181,0.2900793811,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E-02,1.54E-02,7.22E-02,0.3495283574,0.2660021775
01/26 3:00:00,1.477230441,0.4848211566,0.2732305937,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.36E-02,1.10E-02,5.97E-02,0.3454758547,0.2494325462
01/26 4:00:00,1.467257619,0.472853919,0.2800439266,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.36E-02,1.10E-02,5.26E-02,0.3406128514,0.2565808662
01/26 5:00:00,1.574237155,0.4705279137,0.3354165398,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.36E-02,1.10E-02,6.32E-02,0.3277461554,0.3128397997
01/26 6:00:00,2.148624167,0.5213499161,0.573096587,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.36E-02,1.10E-02,7.60E-02,0.3657383681,0.5479027596
