Date/Time,Electricity Total [kWh] (Hourly),Electricity:Facility [kWh](Hourly),Gas:Facility [kWh](Hourly),Heating:Electricity [kWh](Hourly),Heating:Gas [kWh](Hourly),Cooling:Electricity [kWh](Hourly),HVACFan:Fans:Electricity [kWh](Hourly),Electricity:HVAC [kWh](Hourly),Fans:Electricity [kWh](Hourly),General:InteriorLights:Electricity [kWh](Hourly),General:ExteriorLights:Electricity [kWh](Hourly),Appl:InteriorEquipment:Electricity [kWh](Hourly),Misc:InteriorEquipment:Electricity [kWh](Hourly),Water Heater:WaterSystems:Gas [kWh](Hourly)
01/01 1:00:00,4.173604042,0.6711428617,1.407696926,0.00E+00,1.030151422,0.00E+00,2.86E-02,2.86E-02,2.86E-02,0.1285625134,2.64E-02,9.29E-02,0.3796181899,0.3513955678
01/01 2:00:00,5.025591739,0.5757655277,1.91200713,0.00E+00,1.607857329,0.00E+00,4.46E-02,4.46E-02,4.46E-02,7.50E-02,1.54E-02,7.62E-02,0.3495283574,0.280072597
01/01 3:00:00,5.640813098,0.5417796339,2.243716208,0.00E+00,1.95928108,0.00E+00,5.43E-02,5.43E-02,5.43E-02,5.36E-02,1.10E-02,6.23E-02,0.3454758547,0.2606370801
01/01 4:00:00,6.517775649,0.5402982075,2.67177977,0.00E+00,2.382220577,0.00E+00,6.61E-02,6.61E-02,6.61E-02,5.36E-02,1.10E-02,5.40E-02,0.3406128514,0.2660961323
01/01 5:00:00,7.037007597,0.5446296063,2.921269533,0.00E+00,2.575153841,0.00E+00,7.14E-02,7.14E-02,7.14E-02,5.36E-02,1.10E-02,6.58E-02,0.3277461554,0.3235389524
01/01 6:00:00,7.964987322,0.6011387994,3.325797094,0.00E+00,2.728791378,0.00E+00,7.57E-02,7.57E-02,7.57E-02,5.36E-02,1.10E-02,8.01E-02,0.3657383681,0.5718118882
01/01 7:00:00,10.771882,0.8215143876,4.491514099,0.00E+00,3.425023282,0.00E+00,9.50E-02,9.50E-02,9.50E-02,0.123205778,2.53E-02,0.1403836552,0.4225747184,1.037381827
01/01 8:00:00,9.330629685,1.091169,3.547047849,0.00E+00,2.346957829,0.00E+00,6.51E-02,6.51E-02,6.51E-02,0.2517682913,5.16E-02,0.2285674738,0.4490172985,1.169159537
01/01 9:00:00,8.296895142,1.039270874,3.076837141,0.00E+00,1.90898227,0.00E+00,5.30E-02,5.30E-02,5.30E-02,0.2410547541,4.94E-02,0.301128191,0.3796181899,1.141704934
01/01 10:00:00,6.729199105,0.9000397069,2.44488763,0.00E+00,1.38211425,0.00E+00,3.83E-02,3.83E-02,3.83E-02,0.123205778,2.53E-02,0.3750648542,0.3230857773,1.040517669
01/01 11:00:00,5.933928492,0.8952460827,2.059605991,0.00E+00,1.119000779,0.00E+00,3.10E-02,3.10E-02,3.10E-02,0.101778637,2.09E-02,0.3957931658,0.3306842198,0.9178260839
01/01 12:00:00,3.514127945,0.8838115975,0.8904951406,0.00E+00,6.08E-02,0.00E+00,1.69E-03,1.69E-03,1.69E-03,0.101778637,2.09E-02,0.4136088163,0.3307855324,0.8068620944
01/01 13:00:00,3.170011862,0.8625995957,0.741144975,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3996567997,0.3252133412,0.7187427073
01/01 14:00:00,3.006956698,0.8356245957,0.6869797222,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3614361047,0.3364590362,0.6638027967
01/01 15:00:00,2.897606247,0.8313574839,0.6372241353,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.1071354389,2.20E-02,0.3317680086,0.3554044863,0.6127421556
01/01 16:00:00,3.029798081,0.8915457974,0.6438121817,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.1339193152,2.75E-02,0.3399228606,0.3751604369,0.6179693166
01/01 17:00:00,3.619519681,1.119593974,0.712987163,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.224984415,4.61E-02,0.3896389744,0.443749045,0.6824195829
01/01 18:00:00,4.724361292,1.538110341,0.8501751736,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.4178282183,8.57E-02,0.480422252,0.5390841709,0.8130404489
01/01 19:00:00,5.495638107,1.811789961,0.9787251615,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.6213855588,0.1274522988,0.4325943661,0.5852827016,0.9384080587
01/01 20:00:00,5.481740143,1.762819138,1.006396028,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.6588829724,0.1351433844,0.3495909304,0.6041268391,0.9647808502
01/01 21:00:00,5.092302811,1.634984377,0.9402274612,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.5678178726,0.1164650298,0.3107305469,0.6248959154,0.8971816086
01/01 22:00:00,4.628557696,1.493870675,0.8489661248,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.4767527063,9.78E-02,0.2939493757,0.6103069057,0.8069252337
01/01 23:00:00,3.801391995,1.210181108,0.7159718872,0.00E+00,9.77E-03,0.00E+00,2.71E-04,2.71E-04,2.71E-04,0.3589037302,7.36E-02,0.2341742554,0.5281424136,0.6698206473
01/02 1051968:00:00,3.671800959,0.9326688074,0.9163371875,0.00E+00,0.3691350018,0.00E+00,1.02E-02,1.02E-02,1.02E-02,0.2464114895,5.05E-02,0.1514557483,0.4589459301,0.5155877706
01/02 1:00:00,4.013836367,0.6629678028,1.337589518,0.00E+00,0.9724201508,0.00E+00,2.70E-02,2.70E-02,2.70E-02,0.1285625134,2.64E-02,8.64E-02,0.3796181899,0.3390194308
01/02 2:00:00,4.702312322,0.5678451076,1.762261234,0.00E+00,1.464611894,0.00E+00,4.06E-02,4.06E-02,4.06E-02,7.50E-02,1.54E-02,7.22E-02,0.3495283574,0.2735721372
01/02 3:00:00,5.088333893,0.5321029468,1.984218739,0.00E+00,1.704563518,0.00E+00,4.73E-02,4.73E-02,4.73E-02,5.36E-02,1.10E-02,5.97E-02,0.3454758547,0.2558571738
01/02 4:00:00,5.563791013,0.5265680062,2.22088245,0.00E+00,1.936455304,0.00E+00,5.37E-02,5.37E-02,5.37E-02,5.36E-02,1.10E-02,5.26E-02,0.3406128514,0.2609640847
01/02 5:00:00,6.021289838,0.5289576852,2.442083338,0.00E+00,2.106461206,0.00E+00,5.84E-02,5.84E-02,5.84E-02,5.36E-02,1.10E-02,6.32E-02,0.3277461554,0.3130453924
01/02 6:00:00,6.558338487,0.5794612971,2.661730985,0.00E+00,2.094982861,0.00E+00,5.81E-02,5.81E-02,5.81E-02,5.36E-02,1.10E-02,7.60E-02,0.3657383681,0.5415542963
01/02 7:00:00,9.837175593,0.8007099601,4.055144228,0.00E+00,3.058061854,0.00E+00,8.48E-02,8.48E-02,8.48E-02,0.123205778,2.53E-02,0.1297581345,0.4225747184,0.9679733843
01/02 8:00:00,8.172448913,1.057562282,3.014009521,0.00E+00,1.898288881,0.00E+00,5.27E-02,5.27E-02,5.27E-02,0.2517682913,5.16E-02,0.207406095,0.4490172985,1.084790157
01/02 9:00:00,6.870743722,0.9912630676,2.427339718,0.00E+00,1.347648361,0.00E+00,3.74E-02,3.74E-02,3.74E-02,0.2410547541,4.94E-02,0.2686908642,0.3796181899,1.05354142
01/02 10:00:00,5.225153858,0.838561798,1.770789729,0.00E+00,0.7891874655,0.00E+00,2.19E-02,2.19E-02,2.19E-02,0.123205778,2.53E-02,0.3300337597,0.3230857773,0.959346553
01/02 11:00:00,4.10575607,0.8234763181,1.238143039,0.00E+00,0.3672080511,0.00E+00,1.02E-02,1.02E-02,1.02E-02,0.101778637,2.09E-02,0.3448768958,0.3306842198,0.8481558599
01/02 12:00:00,3.163089047,0.8296350019,0.7708400814,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3611200148,0.3307855324,0.7480539743
01/02 13:00:00,2.977448561,0.8147890513,0.6926738689,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3518462554,0.3252133412,0.6702716013
01/02 14:00:00,2.841662079,0.7920365283,0.6479204801,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3178480374,0.3364590362,0.6247435546
01/02 15:00:00,2.751606488,0.7922318804,0.6033498596,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.1071354389,2.20E-02,0.2926424051,0.3554044863,0.5788678799
01/02 16:00:00,2.889808997,0.8544867949,0.6108766424,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.1339193152,2.75E-02,0.3028638581,0.3751604369,0.5850337773
01/02 17:00:00,3.463478596,1.083676026,0.6708845686,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.224984415,4.61E-02,0.3537210264,0.443749045,0.6403169885
01/02 18:00:00,5.20836898,1.511456435,1.110134871,0.00E+00,0.3135749171,0.00E+00,8.70E-03,8.70E-03,8.70E-03,0.4178282183,8.57E-02,0.4450702935,0.5390841709,0.7594252291
01/02 19:00:00,5.286246597,1.777479618,0.9083397498,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.6213855588,0.1274522988,0.3982840231,0.5852827016,0.8680226469
01/02 20:00:00,5.25553152,1.728574357,0.9275364985,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.6588829724,0.1351433844,0.3153461488,0.6041268391,0.8859213204
01/02 21:00:00,4.870972038,1.600128979,0.8644174729,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.5678178726,0.1164650298,0.2758751487,0.6248959154,0.8213716203
01/02 22:00:00,4.574665004,1.460163694,0.8538268547,0.00E+00,6.85E-02,0.00E+00,1.90E-03,1.90E-03,1.90E-03,0.4767527063,9.78E-02,0.2583424897,0.6103069057,0.7432921856
01/02 23:00:00,4.331613242,1.190958388,0.9912347162,0.00E+00,0.3367728336,0.00E+00,9.34E-03,9.34E-03,9.34E-03,0.3589037302,7.36E-02,0.2058810209,0.5281424136,0.6180808791
01/03 1051992:00:00,4.170114252,0.9249516331,1.165393325,0.00E+00,0.6509715832,0.00E+00,1.81E-02,1.81E-02,1.81E-02,0.2464114895,5.05E-02,0.1359208905,0.4589459301,0.4828073262
01/03 1:00:00,4.529470721,0.6697371445,1.581868012,0.00E+00,1.21646279,0.00E+00,3.37E-02,3.37E-02,3.37E-02,0.1285625134,2.64E-02,8.64E-02,0.3796181899,0.3392552848
01/03 2:00:00,4.76967078,0.5687271203,1.794176438,0.00E+00,1.496409479,0.00E+00,4.15E-02,4.15E-02,4.15E-02,7.50E-02,1.54E-02,7.22E-02,0.3495283574,0.2736897557
01/03 3:00:00,5.081335232,0.5320088035,1.980907695,0.00E+00,1.701169541,0.00E+00,4.72E-02,4.72E-02,4.72E-02,5.36E-02,1.10E-02,5.97E-02,0.3454758547,0.2559401071
01/03 4:00:00,5.118455434,0.5207137735,2.009923125,0.00E+00,1.725403408,0.00E+00,4.79E-02,4.79E-02,4.79E-02,5.36E-02,1.10E-02,5.26E-02,0.3406128514,0.2610566571
01/03 5:00:00,5.59105774,0.523299387,2.238283886,0.00E+00,1.902472975,0.00E+00,5.28E-02,5.28E-02,5.28E-02,5.36E-02,1.10E-02,6.32E-02,0.3277461554,0.313234171
01/03 6:00:00,6.062197309,0.5729262209,2.426730549,0.00E+00,1.859385766,0.00E+00,5.16E-02,5.16E-02,5.16E-02,5.36E-02,1.10E-02,7.60E-02,0.3657383681,0.5421509552
01/03 7:00:00,8.272621467,0.7801155893,3.314055907,0.00E+00,2.31561084,0.00E+00,6.42E-02,6.42E-02,6.42E-02,0.123205778,2.53E-02,0.1297581345,0.4225747184,0.9693360761
01/03 8:00:00,7.470873693,1.048301614,2.681743246,0.00E+00,1.564431041,0.00E+00,4.34E-02,4.34E-02,4.34E-02,0.2517682913,5.16E-02,0.207406095,0.4490172985,1.086381722
01/03 9:00:00,6.92821278,0.9919775155,2.45464535,0.00E+00,1.373405042,0.00E+00,3.81E-02,3.81E-02,3.81E-02,0.2410547541,4.94E-02,0.2686908642,0.3796181899,1.055090372
01/03 10:00:00,6.164857808,0.850873139,2.216019022,0.00E+00,1.233025624,0.00E+00,3.42E-02,3.42E-02,3.42E-02,0.123205778,2.53E-02,0.3300337597,0.3230857773,0.9607376872
01/03 11:00:00,6.102975268,0.8496887924,2.18432769,0.00E+00,1.312198231,0.00E+00,3.64E-02,3.64E-02,3.64E-02,0.101778637,2.09E-02,0.3448768958,0.3306842198,0.8493503311
01/03 12:00:00,4.82516823,0.8514219373,1.558305802,0.00E+00,0.7854443543,0.00E+00,2.18E-02,2.18E-02,2.18E-02,0.101778637,2.09E-02,0.3611200148,0.3307855324,0.7500753408
01/03 13:00:00,4.040943797,0.8287011123,1.196597365,0.00E+00,0.5015459751,0.00E+00,1.39E-02,1.39E-02,1.39E-02,0.101778637,2.09E-02,0.3518462554,0.3252133412,0.6726491225
01/03 14:00:00,3.363238232,0.7988336374,0.8951143383,0.00E+00,0.2450436893,0.00E+00,6.80E-03,6.80E-03,6.80E-03,0.101778637,2.09E-02,0.3178480374,0.3364590362,0.6268937235
01/03 15:00:00,2.999966604,0.7954322096,0.7211292589,0.00E+00,0.1153755913,0.00E+00,3.20E-03,3.20E-03,3.20E-03,0.1071354389,2.20E-02,0.2926424051,0.3554044863,0.5812716879
01/03 16:00:00,3.29267936,0.8597227291,0.801839955,0.00E+00,0.1887615184,0.00E+00,5.24E-03,5.24E-03,5.24E-03,0.1339193152,2.75E-02,0.3028638581,0.3751604369,0.5872355715
01/03 17:00:00,3.698727474,1.086711846,0.7824373663,0.00E+00,0.1094448657,0.00E+00,3.04E-03,3.04E-03,3.04E-03,0.224984415,4.61E-02,0.3537210264,0.443749045,0.6424249204
01/03 18:00:00,5.245719131,1.511912814,1.127897188,0.00E+00,0.3300279084,0.00E+00,9.15E-03,9.15E-03,9.15E-03,0.4178282183,8.57E-02,0.4450702935,0.5390841709,0.7607345554
01/03 19:00:00,5.28925574,1.777479618,0.9098443211,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.6213855588,0.1274522988,0.3982840231,0.5852827016,0.8695272183
01/03 20:00:00,5.25802932,1.728574357,0.9287853982,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.6588829724,0.1351433844,0.3153461488,0.6041268391,0.88717022
01/03 21:00:00,4.873028931,1.600128979,0.8654459193,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.5678178726,0.1164650298,0.2758751487,0.6248959154,0.8224000667
01/03 22:00:00,4.544887514,1.459752555,0.8397603884,0.00E+00,5.37E-02,0.00E+00,1.49E-03,1.49E-03,1.49E-03,0.4767527063,9.78E-02,0.2583424897,0.6103069057,0.7440477676
01/03 23:00:00,4.176905858,1.188906622,0.9179845554,0.00E+00,0.2628042967,0.00E+00,7.29E-03,7.29E-03,7.29E-03,0.3589037302,7.36E-02,0.2058810209,0.5281424136,0.6187992553
01/04 1052016:00:00,4.001212474,0.9227193529,1.085406996,0.00E+00,0.570495285,0.00E+00,1.58E-02,1.58E-02,1.58E-02,0.2464114895,5.05E-02,0.1359208905,0.4589459301,0.4832972963
01/04 1:00:00,3.942934311,0.6620239589,1.304026178,0.00E+00,0.9383934802,0.00E+00,2.60E-02,2.60E-02,2.60E-02,0.1285625134,2.64E-02,8.64E-02,0.3796181899,0.3394827614
01/04 2:00:00,4.364465438,0.5633996526,1.602228703,0.00E+00,1.304348073,0.00E+00,3.62E-02,3.62E-02,3.62E-02,7.50E-02,1.54E-02,7.22E-02,0.3495283574,0.2738034261
01/04 3:00:00,4.629390059,0.5260680473,1.766816621,0.00E+00,1.48699837,0.00E+00,4.12E-02,4.12E-02,4.12E-02,5.36E-02,1.10E-02,5.97E-02,0.3454758547,0.2560202032
01/04 4:00:00,5.105761785,0.5205446269,2.003914594,0.00E+00,1.719305474,0.00E+00,4.77E-02,4.77E-02,4.77E-02,5.36E-02,1.10E-02,5.26E-02,0.3406128514,0.2611460594
01/04 5:00:00,5.241754016,0.5187046731,2.072821452,0.00E+00,1.736828195,0.00E+00,4.82E-02,4.82E-02,4.82E-02,5.36E-02,1.10E-02,6.32E-02,0.3277461554,0.3134165164
01/04 6:00:00,5.740849371,0.568688501,2.274532019,0.00E+00,1.706611034,0.00E+00,4.73E-02,4.73E-02,4.73E-02,5.36E-02,1.10E-02,7.60E-02,0.3657383681,0.5427271573
01/04 7:00:00,6.579697226,0.7578356372,2.512153691,0.00E+00,1.512392656,0.00E+00,4.20E-02,4.20E-02,4.20E-02,0.123205778,2.53E-02,0.1297581345,0.4225747184,0.9706520439
01/04 8:00:00,6.833423048,1.03988499,2.379851173,0.00E+00,1.261001933,0.00E+00,3.50E-02,3.50E-02,3.50E-02,0.2517682913,5.16E-02,0.207406095,0.4490172985,1.087918756
01/04 9:00:00,6.435065581,0.9854581476,2.221110487,0.00E+00,1.138374245,0.00E+00,3.16E-02,3.16E-02,3.16E-02,0.2410547541,4.94E-02,0.2686908642,0.3796181899,1.056586305
01/04 10:00:00,4.819827351,0.8331638593,1.578922353,0.00E+00,0.5945855014,0.00E+00,1.65E-02,1.65E-02,1.65E-02,0.123205778,2.53E-02,0.3300337597,0.3230857773,0.9620811409
01/04 11:00:00,4.163734968,0.8241764666,1.265732191,0.00E+00,0.3924492176,0.00E+00,1.09E-02,1.09E-02,1.09E-02,0.101778637,2.09E-02,0.3448768958,0.3306842198,0.8505038453
01/04 12:00:00,3.167229321,0.8296350019,0.7729102179,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3611200148,0.3307855324,0.7501241108
01/04 13:00:00,2.979403653,0.8147890513,0.693651415,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3518462554,0.3252133412,0.6712491474
01/04 14:00:00,2.841308538,0.7920365283,0.6477437095,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.101778637,2.09E-02,0.3178480374,0.3364590362,0.624566784
01/04 15:00:00,2.750017933,0.7922318804,0.6025555821,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.1071354389,2.20E-02,0.2926424051,0.3554044863,0.5780736023
01/04 16:00:00,2.888671301,0.8544867949,0.6103077944,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.1339193152,2.75E-02,0.3028638581,0.3751604369,0.5844649293
01/04 17:00:00,3.462870945,1.083676026,0.6705807432,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.224984415,4.61E-02,0.3537210264,0.443749045,0.6400131631
01/04 18:00:00,4.546480101,1.502758382,0.796586537,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.4178282183,8.57E-02,0.4450702935,0.5390841709,0.7594518123
01/04 19:00:00,5.28452771,1.777479618,0.907480306,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.6213855588,0.1274522988,0.3982840231,0.5852827016,0.8671632032
01/04 20:00:00,5.253009961,1.728574357,0.926275719,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.6588829724,0.1351433844,0.3153461488,0.6041268391,0.8846605408
01/04 21:00:00,4.868511481,1.600128979,0.8631871945,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.5678178726,0.1164650298,0.2758751487,0.6248959154,0.8201413419
01/04 22:00:00,4.427596638,1.458263789,0.7840924817,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.4767527063,9.78E-02,0.2583424897,0.6103069057,0.7420515907
01/04 23:00:00,3.61859484,1.181616863,0.6534085651,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.3589037302,7.36E-02,0.2058810209,0.5281424136,0.6170275616
01/05 1052040:00:00,2.943859162,0.9088389035,0.584491239,0.00E+00,7.01E-02,0.00E+00,1.94E-03,1.94E-03,1.94E-03,0.2464114895,5.05E-02,0.1359208905,0.4589459301,0.4827878803
01/05 1:00:00,3.057928118,0.6503890482,0.8847929034,0.00E+00,0.5189414176,0.00E+00,1.44E-02,1.44E-02,1.44E-02,0.1285625134,2.64E-02,8.64E-02,0.3796181899,0.339701549
01/05 2:00:00,3.66991273,0.5542702105,1.273211233,0.00E+00,0.9752210697,0.00E+00,2.71E-02,2.71E-02,2.71E-02,7.50E-02,1.54E-02,7.22E-02,0.3495283574,0.2739129594
01/05 3:00:00,4.312114629,0.5218969547,1.616521092,0.00E+00,1.336625632,0.00E+00,3.71E-02,3.71E-02,3.71E-02,5.36E-02,1.10E-02,5.97E-02,0.3454758547,0.2560974119
01/05 4:00:00,4.805741438,0.5166000376,1.861793599,0.00E+00,1.577098444,0.00E+00,4.37E-02,4.37E-02,4.37E-02,5.36E-02,1.10E-02,5.26E-02,0.3406128514,0.2612320947
01/05 5:00:00,4.993895107,0.5154431368,1.95541507,0.00E+00,1.619246021,0.00E+00,4.49E-02,4.49E-02,4.49E-02,5.36E-02,1.10E-02,6.32E-02,0.3277461554,0.3135923086
01/05 6:00:00,5.55695551,0.5662574976,2.187447096,0.00E+00,1.618970537,0.00E+00,4.49E-02,4.49E-02,4.49E-02,5.36E-02,1.10E-02,7.60E-02,0.3657383681,0.5432827314
01/05 7:00:00,7.4860464,0.7697119032,2.941575746,0.00E+00,1.940545858,0.00E+00,5.38E-02,5.38E-02,5.38E-02,0.123205778,2.53E-02,0.1297581345,0.4225747184,0.971920898
01/05 8:00:00,8.625824297,1.063398559,3.229024659,0.00E+00,2.108693434,0.00E+00,5.85E-02,5.85E-02,5.85E-02,0.2517682913,5.16E-02,0.207406095,0.4490172985,1.089400742
01/05 9:00:00,7.663602745,1.00156347,2.803168424,0.00E+00,1.71898985,0.00E+00,4.77E-02,4.77E-02,4.77E-02,0.2410547541,4.94E-02,0.2686908642,0.3796181899,1.058028637
01/05 10:00:00,7.31658395,0.8659377096,2.761752952,0.00E+00,1.776120915,0.00E+00,4.93E-02,4.93E-02,4.93E-02,0.123205778,2.53E-02,0.3300337597,0.3230857773,0.9633763264
01/05 11:00:00,7.192264802,0.8639427338,2.700464574,0.00E+00,1.826069391,0.00E+00,5.07E-02,5.07E-02,5.07E-02,0.101778637,2.09E-02,0.3448768958,0.3306842198,0.8516160547
01/05 12:00:00,8.541536469,0.900205306,3.318923184,0.00E+00,2.544141524,0.00E+00,7.06E-02,7.06E-02,7.06E-02,0.101778637,2.09E-02,0.3611200148,0.3307855324,0.7519955534
01/05 13:00:00,7.232274884,0.8705924739,2.708480186,0.00E+00,2.011778273,0.00E+00,5.58E-02,5.58E-02,5.58E-02,0.101778637,2.09E-02,0.3518462554,0.3252133412,0.6742996447
01/05 14:00:00,6.971917482,0.8462135326,2.604694173,0.00E+00,1.953144004,0.00E+00,5.42E-02,5.42E-02,5.42E-02,0.101778637,2.09E-02,0.3178480374,0.3364590362,0.628373243
01/05 15:00:00,6.923437192,0.8469527665,2.57982344,0.00E+00,1.972751576,0.00E+00,5.47E-02,5.47E-02,5.47E-02,0.1071354389,2.20E-02,0.2926424051,0.3554044863,0.582589884
01/05 16:00:00,6.395069196,0.9004537342,2.271572863,0.00E+00,1.657161617,0.00E+00,4.60E-02,4.60E-02,4.60E-02,0.1339193152,2.75E-02,0.3028638581,0.3751604369,0.5885683812
01/05 17:00:00,6.59784086,1.124766811,2.15588413,0.00E+00,1.481370599,0.00E+00,4.11E-02,4.11E-02,4.11E-02,0.224984415,4.61E-02,0.3537210264,0.443749045,0.6439459511
01/05 18:00:00,6.94974309,1.534253879,1.935227037,0.00E+00,1.135449294,0.00E+00,3.15E-02,3.15E-02,3.15E-02,0.4178282183,8.57E-02,0.4450702935,0.5390841709,0.762643019
01/05 19:00:00,7.104983719,1.801263105,1.770141338,0.00E+00,0.8574223445,0.00E+00,2.38E-02,2.38E-02,2.38E-02,0.6213855588,0.1274522988,0.3982840231,0.5852827016,0.8724018903
01/05 20:00:00,6.885459896,1.749873718,1.699901964,0.00E+00,0.7678667484,0.00E+00,2.13E-02,2.13E-02,2.13E-02,0.6588829724,0.1351433844,0.3153461488,0.6041268391,0.8904200369
01/05 21:00:00,6.610389937,1.622881605,1.688621169,0.00E+00,0.8202586482,0.00E+00,2.28E-02,2.28E-02,2.28E-02,0.5678178726,0.1164650298,0.2758751487,0.6248959154,0.8253166684
01/05 22:00:00,6.428807885,1.484453695,1.732318293,0.00E+00,0.9441765642,0.00E+00,2.62E-02,2.62E-02,2.62E-02,0.4767527063,9.78E-02,0.2583424897,0.6103069057,0.7461008381
01/05 23:00:00,6.250570294,1.216117524,1.900394969,0.00E+00,1.243788966,0.00E+00,3.45E-02,3.45E-02,3.45E-02,0.3589037302,7.36E-02,0.2058810209,0.5281424136,0.6202250001
01/06 1052064:00:00,6.142573593,0.9508328542,2.099860553,0.00E+00,1.584019697,0.00E+00,4.39E-02,4.39E-02,4.39E-02,0.2464114895,5.05E-02,0.1359208905,0.4589459301,0.4842264409
01/06 1:00:00,5.745177565,0.6856944787,2.157806765,0.00E+00,1.791743244,0.00E+00,4.97E-02,4.97E-02,4.97E-02,0.1285625134,2.64E-02,8.64E-02,0.3796181899,0.3399135848
01/06 2:00:00,5.995150743,0.5848215358,2.374727589,0.00E+00,2.076631872,0.00E+00,5.76E-02,5.76E-02,5.76E-02,7.50E-02,1.54E-02,7.22E-02,0.3495283574,0.2740185133
01/06 3:00:00,6.446894766,0.5499464441,2.627812181,0.00E+00,2.347842344,0.00E+00,6.51E-02,6.51E-02,6.51E-02,5.36E-02,1.10E-02,5.97E-02,0.3454758547,0.2561717899
01/06 4:00:00,7.07390313,0.54640196,2.9362706,0.00E+00,2.651492403,0.00E+00,7.35E-02,7.35E-02,7.35E-02,5.36E-02,1.10E-02,5.26E-02,0.3406128514,0.2613151367
01/06 5:00:00,7.21443251,0.5446170012,3.007336042,0.00E+00,2.670997757,0.00E+00,7.41E-02,7.41E-02,7.41E-02,5.36E-02,1.10E-02,6.32E-02,0.3277461554,0.3137615454
01/06 6:00:00,7.852941068,0.5964131594,3.275128551,0.00E+00,2.706117209,0.00E+00,7.51E-02,7.51E-02,7.51E-02,5.36E-02,1.10E-02,7.60E-02,0.3657383681,0.5438175142
01/06 7:00:00,8.883494912,0.7880425622,3.603638684,0.00E+00,2.601387431,0.00E+00,7.22E-02,7.22E-02,7.22E-02,0.123205778,2.53E-02,0.1297581345,0.4225747184,0.9731422627
01/06 8:00:00,11.2427954,1.0977486,4.468810129,0.00E+00,3.347052384,0.00E+00,9.28E-02,9.28E-02,9.28E-02,0.2517682913,5.16E-02,0.207406095,0.4490172985,1.090827262
01/06 9:00:00,8.507507919,1.012616069,3.203015813,0.00E+00,2.117448891,0.00E+00,5.87E-02,5.87E-02,5.87E-02,0.2410547541,4.94E-02,0.2686908642,0.3796181899,1.059416986
01/06 10:00:00,6.383669952,0.8536462585,2.319878856,0.00E+00,1.332999807,0.00E+00,3.70E-02,3.70E-02,3.70E-02,0.123205778,2.53E-02,0.3300337597,0.3230857773,0.964623338
