Date/Time,Electricity Total [kWh] (Hourly),Electricity:Facility [kWh](Hourly),Gas:Facility [kWh](Hourly),Heating:Electricity [kWh](Hourly),Heating:Gas [kWh](Hourly),Cooling:Electricity [kWh](Hourly),HVACFan:Fans:Electricity [kWh](Hourly),Electricity:HVAC [kWh](Hourly),Fans:Electricity [kWh](Hourly),General:InteriorLights:Electricity [kWh](Hourly),General:ExteriorLights:Electricity [kWh](Hourly),Appl:InteriorEquipment:Electricity [kWh](Hourly),Misc:InteriorEquipment:Electricity [kWh](Hourly),Water Heater:WaterSystems:Gas [kWh](Hourly)
03/26 7:00:00,4.740396283,0.659658473,1.711236389,0.00E+00,0.706486996,0.00E+00,1.96E-02,1.96E-02,1.96E-02,8.74E-02,1.79E-02,0.149073446,0.370621809,0.97921917
03/26 8:00:00,5.090779474,0.8764477,1.689414694,0.00E+00,0.561465883,0.00E+00,1.56E-02,1.56E-02,1.56E-02,0.154884629,3.18E-02,0.235332091,0.39381344,1.100821037
03/26 9:00:00,4.775262231,0.817314033,1.575983748,0.00E+00,0.478455729,0.00E+00,1.33E-02,1.33E-02,1.33E-02,0.123113412,2.53E-02,0.30765574,0.332946516,1.074593053
03/26 10:00:00,3.959406101,0.762818555,1.227877353,0.00E+00,0.228406535,0.00E+00,6.34E-03,6.34E-03,6.34E-03,6.35E-02,1.30E-02,0.381467942,0.283364409,0.979951307
03/26 11:00:00,4.055322371,0.780119526,1.254897484,0.00E+00,0.369178487,0.00E+00,1.02E-02,1.02E-02,1.02E-02,5.16E-02,1.06E-02,0.402557783,0.290028671,0.86574042
03/26 12:00:00,3.103049777,0.786754811,0.78230876,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.16E-02,1.06E-02,0.419344616,0.290117528,0.762324062
03/26 13:00:00,2.904432529,0.767531196,0.702055427,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.16E-02,1.06E-02,0.405008127,0.285230402,0.682407377
03/26 14:00:00,2.75313945,0.740717564,0.653562229,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.16E-02,1.06E-02,0.368331386,0.29509351,0.633234761
03/26 15:00:00,2.634622769,0.727791954,0.607801801,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.16E-02,1.06E-02,0.338789551,0.311709736,0.586329727
03/26 16:00:00,2.711079345,0.761175615,0.613229187,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.96E-02,1.22E-02,0.345274187,0.329036816,0.59056354
03/26 17:00:00,3.121083654,0.904932012,0.676590758,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.13E-02,1.87E-02,0.390586729,0.389192885,0.64978127
03/26 18:00:00,3.924094526,1.182354615,0.803499958,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.182684393,3.75E-02,0.474317689,0.472807156,0.770930715
03/26 19:00:00,4.598276387,1.416140055,0.923214352,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.353454629,7.25E-02,0.4317875,0.513325867,0.887853984
03/26 20:00:00,4.922596588,1.538018096,0.949067131,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.528196185,0.108338248,0.356555414,0.529853236,0.912568278
03/26 21:00:00,4.856521851,1.568372559,0.88630269,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.567910172,0.116483975,0.320834515,0.548068885,0.848549055
03/26 22:00:00,4.408984936,1.429982706,0.800507774,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.476567975,9.77E-02,0.305317431,0.535273503,0.763635547
03/26 23:00:00,3.597803752,1.155259977,0.667139295,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.357426015,7.33E-02,0.246236739,0.463210619,0.635231107
03/27 1054008:00:00,3.012832725,0.885670591,0.6389179,0.00E+00,0.11693243,0.00E+00,3.24E-03,3.24E-03,3.24E-03,0.25019821,5.13E-02,0.163314337,0.402521409,0.494257848
03/27 1:00:00,3.105513965,0.615740651,0.939688483,0.00E+00,0.587219506,0.00E+00,1.63E-02,1.63E-02,1.63E-02,0.127084798,2.61E-02,9.83E-02,0.332946516,0.329534011
03/27 2:00:00,3.4328664,0.521354142,1.18823664,0.00E+00,0.898412852,0.00E+00,2.49E-02,2.49E-02,2.49E-02,7.55E-02,1.55E-02,8.39E-02,0.30655604,0.268706726
03/27 3:00:00,3.867338714,0.48411236,1.435348407,0.00E+00,1.162066079,0.00E+00,3.22E-02,3.22E-02,3.22E-02,5.16E-02,1.06E-02,7.16E-02,0.303001767,0.252410101
03/27 4:00:00,4.319022836,0.478496644,1.660433989,0.00E+00,1.382748876,0.00E+00,3.84E-02,3.84E-02,3.84E-02,5.16E-02,1.06E-02,6.41E-02,0.298736639,0.257106688
03/27 5:00:00,4.649566217,0.480180885,1.82051729,0.00E+00,1.49555285,0.00E+00,4.15E-02,4.15E-02,4.15E-02,5.16E-02,1.06E-02,7.40E-02,0.287451823,0.305163369
03/27 6:00:00,5.152865261,0.53030548,2.023491527,0.00E+00,1.484781018,0.00E+00,4.12E-02,4.12E-02,4.12E-02,5.56E-02,1.14E-02,8.63E-02,0.320773132,0.516614104
03/27 7:00:00,6.94975975,0.680136583,2.764341828,0.00E+00,1.827809078,0.00E+00,5.07E-02,5.07E-02,5.07E-02,8.74E-02,1.79E-02,0.138447925,0.370621809,0.911002527
03/27 8:00:00,6.252570442,0.873278313,2.255475561,0.00E+00,1.210098117,0.00E+00,3.36E-02,3.36E-02,3.36E-02,0.154884629,3.18E-02,0.214170713,0.39381344,1.018249669
03/27 9:00:00,5.735393514,0.800601641,2.057074249,0.00E+00,1.045357923,0.00E+00,2.90E-02,2.90E-02,2.90E-02,0.123113412,2.53E-02,0.275218413,0.332946516,0.98878136
03/27 10:00:00,5.347237271,0.739278484,1.923888521,0.00E+00,1.003182922,0.00E+00,2.78E-02,2.78E-02,2.78E-02,6.35E-02,1.30E-02,0.336436847,0.283364409,0.901186088
03/27 11:00:00,5.751809103,0.754608256,2.10325462,0.00E+00,1.285058277,0.00E+00,3.56E-02,3.56E-02,3.56E-02,5.16E-02,1.06E-02,0.351641513,0.290028671,0.798217766
03/27 12:00:00,4.509656923,0.755590255,1.495489012,0.00E+00,0.768763863,0.00E+00,2.13E-02,2.13E-02,2.13E-02,5.16E-02,1.06E-02,0.366855814,0.290117528,0.706740451
03/27 13:00:00,3.772311596,0.73361643,1.156007616,0.00E+00,0.500958972,0.00E+00,1.39E-02,1.39E-02,1.39E-02,5.16E-02,1.06E-02,0.357197582,0.285230402,0.635400594
03/27 14:00:00,3.233993468,0.705637585,0.920558261,0.00E+00,0.306726498,0.00E+00,8.51E-03,8.51E-03,8.51E-03,5.16E-02,1.06E-02,0.324743319,0.29509351,0.593504295
03/27 15:00:00,2.822883296,0.693082972,0.732219357,0.00E+00,0.159224328,0.00E+00,4.42E-03,4.42E-03,4.42E-03,5.16E-02,1.06E-02,0.299663948,0.311709736,0.551522955
03/27 16:00:00,2.703117649,0.725863368,0.642795244,0.00E+00,6.30E-02,0.00E+00,1.75E-03,1.75E-03,1.75E-03,5.96E-02,1.22E-02,0.308215185,0.329036816,0.557157036
03/27 17:00:00,2.965687049,0.869014065,0.634810403,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.13E-02,1.87E-02,0.354668781,0.389192885,0.608000915
03/27 18:00:00,4.048230696,1.150964204,0.892999228,0.00E+00,0.142818402,0.00E+00,3.96E-03,3.96E-03,3.96E-03,0.182684393,3.75E-02,0.43896573,0.472807156,0.717611583
03/27 19:00:00,4.390014515,1.381829712,0.853393759,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.353454629,7.25E-02,0.397477157,0.513325867,0.818033391
03/27 20:00:00,4.697639751,1.503773314,0.870833495,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.528196185,0.108338248,0.322310632,0.529853236,0.834334641
03/27 21:00:00,4.637594899,1.533517161,0.811694612,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.567910172,0.116483975,0.285979117,0.548068885,0.773940977
03/27 22:00:00,4.212880858,1.39437582,0.738062621,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.476567975,9.77E-02,0.269710545,0.535273503,0.701190394
03/27 23:00:00,3.442788669,1.126966742,0.617924988,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.357426015,7.33E-02,0.217943504,0.463210619,0.586016801
03/28 1054032:00:00,3.190153374,0.873713229,0.735954334,0.00E+00,0.245905316,0.00E+00,6.82E-03,6.82E-03,6.82E-03,0.25019821,5.13E-02,0.147779479,0.402521409,0.462321397
03/28 1:00:00,3.079465334,0.615408314,0.927280336,0.00E+00,0.575238368,0.00E+00,1.60E-02,1.60E-02,1.60E-02,0.127084798,2.61E-02,9.83E-02,0.332946516,0.329107002
03/28 2:00:00,3.237319418,0.518787666,1.095496387,0.00E+00,0.805888415,0.00E+00,2.24E-02,2.24E-02,2.24E-02,7.55E-02,1.55E-02,8.39E-02,0.30655604,0.26849091
03/28 3:00:00,3.462278187,0.478793028,1.24342781,0.00E+00,0.970297954,0.00E+00,2.69E-02,2.69E-02,2.69E-02,5.16E-02,1.06E-02,7.16E-02,0.303001767,0.252257628
03/28 4:00:00,3.787402634,0.471516299,1.40861406,0.00E+00,1.131099337,0.00E+00,3.14E-02,3.14E-02,3.14E-02,5.16E-02,1.06E-02,6.41E-02,0.298736639,0.256936299
03/28 5:00:00,4.119149833,0.473221862,1.56928861,0.00E+00,1.244671978,0.00E+00,3.45E-02,3.45E-02,3.45E-02,5.16E-02,1.06E-02,7.40E-02,0.287451823,0.30481556
03/28 6:00:00,4.655163634,0.523794032,1.787646437,0.00E+00,1.250035759,0.00E+00,3.47E-02,3.47E-02,3.47E-02,5.56E-02,1.14E-02,8.63E-02,0.320773132,0.515514274
03/28 7:00:00,5.388018539,0.659682829,2.024448099,0.00E+00,1.090427456,0.00E+00,3.02E-02,3.02E-02,3.02E-02,8.74E-02,1.79E-02,0.138447925,0.370621809,0.908490421
03/28 8:00:00,5.660476349,0.865575057,1.974830142,0.00E+00,0.932386772,0.00E+00,2.59E-02,2.59E-02,2.59E-02,0.154884629,3.18E-02,0.214170713,0.39381344,1.015315596
03/28 9:00:00,5.226104519,0.793983822,1.815638661,0.00E+00,0.806777849,0.00E+00,2.24E-02,2.24E-02,2.24E-02,0.123113412,2.53E-02,0.275218413,0.332946516,0.985925846
03/28 10:00:00,4.502187667,0.728240252,1.523382835,0.00E+00,0.605241797,0.00E+00,1.68E-02,1.68E-02,1.68E-02,6.35E-02,1.30E-02,0.336436847,0.283364409,0.898621527
03/28 11:00:00,4.675674421,0.740522101,1.593230357,0.00E+00,0.777236003,0.00E+00,2.16E-02,2.16E-02,2.16E-02,5.16E-02,1.06E-02,0.351641513,0.290028671,0.796015776
03/28 12:00:00,3.39458128,0.740986024,0.967123306,0.00E+00,0.24226434,0.00E+00,6.72E-03,6.72E-03,6.72E-03,5.16E-02,1.06E-02,0.366855814,0.290117528,0.704874268
03/28 13:00:00,2.808227779,0.720989926,0.699203361,0.00E+00,4.58E-02,0.00E+00,1.27E-03,1.27E-03,1.27E-03,5.16E-02,1.06E-02,0.357197582,0.285230402,0.633796508
03/28 14:00:00,2.583048607,0.697129496,0.612104875,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.16E-02,1.06E-02,0.324743319,0.29509351,0.591777407
03/28 15:00:00,2.482059237,0.688666351,0.570645638,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.16E-02,1.06E-02,0.299663948,0.311709736,0.549173564
03/28 16:00:00,2.563512897,0.724116613,0.576504965,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.96E-02,1.22E-02,0.308215185,0.329036816,0.553839318
03/28 17:00:00,2.958849335,0.869014065,0.631391546,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.13E-02,1.87E-02,0.354668781,0.389192885,0.604582058
03/28 18:00:00,4.030350631,1.150790825,0.884400885,0.00E+00,0.136567873,0.00E+00,3.79E-03,3.79E-03,3.79E-03,0.182684393,3.75E-02,0.43896573,0.472807156,0.715263769
03/28 19:00:00,4.385309693,1.381829712,0.851041348,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.353454629,7.25E-02,0.397477157,0.513325867,0.81568098
03/28 20:00:00,4.69369354,1.503773314,0.868860389,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.528196185,0.108338248,0.322310632,0.529853236,0.832361536
03/28 21:00:00,4.635036771,1.533517161,0.810415548,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.567910172,0.116483975,0.285979117,0.548068885,0.772661913
03/28 22:00:00,4.242363809,1.394784825,0.752008638,0.00E+00,1.47E-02,0.00E+00,4.09E-04,4.09E-04,4.09E-04,0.476567975,9.77E-02,0.269710545,0.535273503,0.700391323
03/28 23:00:00,4.141845913,1.13615878,0.949072591,0.00E+00,0.331383658,0.00E+00,9.19E-03,9.19E-03,9.19E-03,0.357426015,7.33E-02,0.217943504,0.463210619,0.585780746
03/29 1054056:00:00,4.188042962,0.886847604,1.208561941,0.00E+00,0.719414808,0.00E+00,2.00E-02,2.00E-02,2.00E-02,0.25019821,5.13E-02,0.147779479,0.402521409,0.461419511
03/29 1:00:00,4.482103803,0.633852356,1.591777549,0.00E+00,1.240167556,0.00E+00,3.44E-02,3.44E-02,3.44E-02,0.127084798,2.61E-02,9.83E-02,0.332946516,0.328675028
03/29 2:00:00,4.83107478,0.539737641,1.850549081,0.00E+00,1.56115935,0.00E+00,4.33E-02,4.33E-02,4.33E-02,7.55E-02,1.55E-02,8.39E-02,0.30655604,0.268272668
03/29 3:00:00,5.192409508,0.501528826,2.062925571,0.00E+00,1.789949931,0.00E+00,4.97E-02,4.97E-02,4.97E-02,5.16E-02,1.06E-02,7.16E-02,0.303001767,0.252103413
03/29 4:00:00,5.548283432,0.494660918,2.24283215,0.00E+00,1.965489764,0.00E+00,5.45E-02,5.45E-02,5.45E-02,5.16E-02,1.06E-02,6.41E-02,0.298736639,0.256763961
03/29 5:00:00,5.817832221,0.495549276,2.373866097,0.00E+00,2.049601249,0.00E+00,5.69E-02,5.69E-02,5.69E-02,5.16E-02,1.06E-02,7.40E-02,0.287451823,0.304463776
03/29 6:00:00,6.300176322,0.545440915,2.56692934,0.00E+00,2.030431059,0.00E+00,5.63E-02,5.63E-02,5.63E-02,5.56E-02,1.14E-02,8.63E-02,0.320773132,0.514401876
03/29 7:00:00,8.579806454,0.701686548,3.536190197,0.00E+00,2.604710366,0.00E+00,7.23E-02,7.23E-02,7.23E-02,8.74E-02,1.79E-02,0.138447925,0.370621809,0.905949609
03/29 8:00:00,7.458494226,0.889279543,2.826436838,0.00E+00,1.786961068,0.00E+00,4.96E-02,4.96E-02,4.96E-02,0.154884629,3.18E-02,0.214170713,0.39381344,1.012347995
03/29 9:00:00,6.791341352,0.814629037,2.55703447,0.00E+00,1.551061852,0.00E+00,4.30E-02,4.30E-02,4.30E-02,0.123113412,2.53E-02,0.275218413,0.332946516,0.983037652
03/29 10:00:00,6.343053624,0.752500132,2.395385873,0.00E+00,1.4798387,0.00E+00,4.10E-02,4.10E-02,4.10E-02,6.35E-02,1.30E-02,0.336436847,0.283364409,0.896027663
03/29 11:00:00,6.646929038,0.766485829,2.527025801,0.00E+00,1.713258616,0.00E+00,4.75E-02,4.75E-02,4.75E-02,5.16E-02,1.06E-02,0.351641513,0.290028671,0.793788608
03/29 12:00:00,4.995356534,0.762070309,1.725348791,0.00E+00,1.002377357,0.00E+00,2.78E-02,2.78E-02,2.78E-02,5.16E-02,1.06E-02,0.366855814,0.290117528,0.702986735
03/29 13:00:00,4.13799155,0.738505919,1.329052848,0.00E+00,0.677230713,0.00E+00,1.88E-02,1.88E-02,1.88E-02,5.16E-02,1.06E-02,0.357197582,0.285230402,0.632174086
03/29 14:00:00,3.440995474,0.708433891,1.018476111,0.00E+00,0.407536576,0.00E+00,1.13E-02,1.13E-02,1.13E-02,5.16E-02,1.06E-02,0.324743319,0.29509351,0.590612067
03/29 15:00:00,2.696192656,0.691486074,0.672072486,0.00E+00,0.101654324,0.00E+00,2.82E-03,2.82E-03,2.82E-03,5.16E-02,1.06E-02,0.299663948,0.311709736,0.548946088
03/29 16:00:00,2.564594622,0.724116613,0.577045828,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.96E-02,1.22E-02,0.308215185,0.329036816,0.55438018
03/29 17:00:00,2.958755827,0.869014065,0.631344792,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.13E-02,1.87E-02,0.354668781,0.389192885,0.604535304
03/29 18:00:00,4.100594692,1.151752396,0.91760213,0.00E+00,0.171233613,0.00E+00,4.75E-03,4.75E-03,4.75E-03,0.182684393,3.75E-02,0.43896573,0.472807156,0.713799274
03/29 19:00:00,4.381067775,1.381829712,0.848920389,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.353454629,7.25E-02,0.397477157,0.513325867,0.813560021
03/29 20:00:00,4.688572046,1.503773314,0.866299642,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.528196185,0.108338248,0.322310632,0.529853236,0.829800789
03/29 21:00:00,4.630670757,1.533517161,0.808232541,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.567910172,0.116483975,0.285979117,0.548068885,0.770478906
03/29 22:00:00,4.207612292,1.39437582,0.735428338,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.476567975,9.77E-02,0.269710545,0.535273503,0.698556111
03/29 23:00:00,4.020050038,1.134594447,0.89129682,0.00E+00,0.274987624,0.00E+00,7.63E-03,7.63E-03,7.63E-03,0.357426015,7.33E-02,0.217943504,0.463210619,0.584401009
03/30 1054080:00:00,4.076454651,0.885407684,1.155737745,0.00E+00,0.667504029,0.00E+00,1.85E-02,1.85E-02,1.85E-02,0.25019821,5.13E-02,0.147779479,0.402521409,0.460506095
03/30 1:00:00,4.167563123,0.62972982,1.442718477,0.00E+00,1.091545322,0.00E+00,3.03E-02,3.03E-02,3.03E-02,0.127084798,2.61E-02,9.83E-02,0.332946516,0.32823819
03/30 2:00:00,4.62823548,0.537079753,1.754508375,0.00E+00,1.465339398,0.00E+00,4.06E-02,4.06E-02,4.06E-02,7.55E-02,1.55E-02,8.39E-02,0.30655604,0.268051914
03/30 3:00:00,5.138010861,0.500821778,2.037279771,0.00E+00,1.764460028,0.00E+00,4.89E-02,4.89E-02,4.89E-02,5.16E-02,1.06E-02,7.16E-02,0.303001767,0.251947517
03/30 4:00:00,5.674396827,0.496321081,2.302508766,0.00E+00,2.025340568,0.00E+00,5.62E-02,5.62E-02,5.62E-02,5.16E-02,1.06E-02,6.41E-02,0.298736639,0.256589773
03/30 5:00:00,6.013891441,0.498138394,2.466851148,0.00E+00,2.142941956,0.00E+00,5.94E-02,5.94E-02,5.94E-02,5.16E-02,1.06E-02,7.40E-02,0.287451823,0.30410812
03/30 6:00:00,6.55430608,0.54880851,2.687210421,0.00E+00,2.151836778,0.00E+00,5.97E-02,5.97E-02,5.97E-02,5.56E-02,1.14E-02,8.63E-02,0.320773132,0.513277239
03/30 7:00:00,8.747689611,0.703963092,3.615693504,0.00E+00,2.686782437,0.00E+00,7.45E-02,7.45E-02,7.45E-02,8.74E-02,1.79E-02,0.138447925,0.370621809,0.903380844
03/30 8:00:00,7.526681164,0.890257452,2.858691352,0.00E+00,1.822215831,0.00E+00,5.05E-02,5.05E-02,5.05E-02,0.154884629,3.18E-02,0.214170713,0.39381344,1.009347747
03/30 9:00:00,6.679620425,0.813238096,2.503969477,0.00E+00,1.500916832,0.00E+00,4.16E-02,4.16E-02,4.16E-02,0.123113412,2.53E-02,0.275218413,0.332946516,0.980117679
03/30 10:00:00,5.495958633,0.741435502,1.993870693,0.00E+00,1.08094592,0.00E+00,3.00E-02,3.00E-02,3.00E-02,6.35E-02,1.30E-02,0.336436847,0.283364409,0.893405262
03/30 11:00:00,5.076175263,0.745905767,1.782838945,0.00E+00,0.971323421,0.00E+00,2.69E-02,2.69E-02,2.69E-02,5.16E-02,1.06E-02,0.351641513,0.290028671,0.791536946
03/30 12:00:00,3.511659912,0.742624142,1.022383563,0.00E+00,0.301320412,0.00E+00,8.36E-03,8.36E-03,8.36E-03,5.16E-02,1.06E-02,0.366855814,0.290117528,0.701078453
03/30 13:00:00,2.704362118,0.719720652,0.649830766,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.16E-02,1.06E-02,0.357197582,0.285230402,0.630182716
03/30 14:00:00,2.574661699,0.697129496,0.607911421,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.16E-02,1.06E-02,0.324743319,0.29509351,0.587583953
03/30 15:00:00,2.473754217,0.688666351,0.566493128,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.16E-02,1.06E-02,0.299663948,0.311709736,0.545021054
03/30 16:00:00,2.554066265,0.724116613,0.571781649,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.96E-02,1.22E-02,0.308215185,0.329036816,0.549116002
03/30 17:00:00,2.947328741,0.869014065,0.625631249,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.13E-02,1.87E-02,0.354668781,0.389192885,0.598821761
03/30 18:00:00,3.728976513,1.147002657,0.74129291,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.182684393,3.75E-02,0.43896573,0.472807156,0.708723667
03/30 19:00:00,4.370033301,1.381829712,0.843403152,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.353454629,7.25E-02,0.397477157,0.513325867,0.808042784
03/30 20:00:00,4.677147476,1.503773314,0.860587357,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.528196185,0.108338248,0.322310632,0.529853236,0.824088504
03/30 21:00:00,4.620617799,1.533517161,0.803206062,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.567910172,0.116483975,0.285979117,0.548068885,0.765452427
03/30 22:00:00,4.199168758,1.39437582,0.731206571,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.476567975,9.77E-02,0.269710545,0.535273503,0.694334344
03/30 23:00:00,3.433932451,1.126966742,0.613496879,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.357426015,7.33E-02,0.217943504,0.463210619,0.581588692
03/31 1054104:00:00,3.43477392,0.876999875,0.851701284,0.00E+00,0.364392722,0.00E+00,1.01E-02,1.01E-02,1.01E-02,0.25019821,5.13E-02,0.147779479,0.402521409,0.459580941
03/31 1:00:00,3.791207434,0.624798755,1.264506166,0.00E+00,0.913774689,0.00E+00,2.53E-02,2.53E-02,2.53E-02,0.127084798,2.61E-02,9.83E-02,0.332946516,0.32779651
03/31 2:00:00,4.355916045,0.533504308,1.62538638,0.00E+00,1.336440452,0.00E+00,3.71E-02,3.71E-02,3.71E-02,7.55E-02,1.55E-02,8.39E-02,0.30655604,0.267828865
03/31 3:00:00,4.922076307,0.49798713,1.934929819,0.00E+00,1.662267651,0.00E+00,4.61E-02,4.61E-02,4.61E-02,5.16E-02,1.06E-02,7.16E-02,0.303001767,0.25178994
03/31 4:00:00,5.428746873,0.493096865,2.186095897,0.00E+00,1.909103819,0.00E+00,5.30E-02,5.30E-02,5.30E-02,5.16E-02,1.06E-02,6.41E-02,0.298736639,0.256413653
03/31 5:00:00,5.864983644,0.496189222,2.396221835,0.00E+00,2.072672014,0.00E+00,5.75E-02,5.75E-02,5.75E-02,5.16E-02,1.06E-02,7.40E-02,0.287451823,0.30374875
03/31 6:00:00,6.46577659,0.547673711,2.645163076,0.00E+00,2.11092597,0.00E+00,5.86E-02,5.86E-02,5.86E-02,5.56E-02,1.14E-02,8.63E-02,0.320773132,0.512140701
03/31 7:00:00,8.817089198,0.704942425,3.648403631,0.00E+00,2.722088521,0.00E+00,7.55E-02,7.55E-02,7.55E-02,8.74E-02,1.79E-02,0.138447925,0.370621809,0.900784887
03/31 8:00:00,7.449546634,0.889322181,2.821941723,0.00E+00,1.788498209,0.00E+00,4.96E-02,4.96E-02,4.96E-02,0.154884629,3.18E-02,0.214170713,0.39381344,1.006315739
03/31 9:00:00,6.081123627,0.805451818,2.220314217,0.00E+00,1.220212454,0.00E+00,3.38E-02,3.38E-02,3.38E-02,0.123113412,2.53E-02,0.275218413,0.332946516,0.977166797
03/31 10:00:00,4.440506605,0.727636328,1.493744266,0.00E+00,0.583469658,0.00E+00,1.62E-02,1.62E-02,1.62E-02,6.35E-02,1.30E-02,0.336436847,0.283364409,0.890755097
03/31 11:00:00,3.490897757,0.725133014,1.031681568,0.00E+00,0.222441544,0.00E+00,6.17E-03,6.17E-03,6.17E-03,5.16E-02,1.06E-02,0.351641513,0.290028671,0.789261447
03/31 12:00:00,2.867809443,0.734266009,0.717177395,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.16E-02,1.06E-02,0.366855814,0.290117528,0.697192697
03/31 13:00:00,2.69179788,0.719720652,0.643548647,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.16E-02,1.06E-02,0.357197582,0.285230402,0.623900597
03/31 14:00:00,2.562966289,0.697129496,0.602063716,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.16E-02,1.06E-02,0.324743319,0.29509351,0.581736248
03/31 15:00:00,2.461020719,0.688666351,0.560126379,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.16E-02,1.06E-02,0.299663948,0.311709736,0.538654305
03/31 16:00:00,2.543734283,0.724116613,0.566615658,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.96E-02,1.22E-02,0.308215185,0.329036816,0.543950011
03/31 17:00:00,2.938314398,0.869014065,0.621124078,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.13E-02,1.87E-02,0.354668781,0.389192885,0.594314589
03/31 18:00:00,3.717636269,1.147002657,0.735622788,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.182684393,3.75E-02,0.43896573,0.472807156,0.703053545
03/31 19:00:00,4.359478647,1.381829712,0.838125825,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.353454629,7.25E-02,0.397477157,0.513325867,0.802765457
03/31 20:00:00,4.667301567,1.503773314,0.855664403,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.528196185,0.108338248,0.322310632,0.529853236,0.819165549
03/31 21:00:00,4.611306789,1.533517161,0.798550557,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.567910172,0.116483975,0.285979117,0.548068885,0.760796922
