Date/Time,Electricity:Facility [kWh](Hourly),Gas:Facility [kWh](Hourly),Heating:Electricity [kWh](Hourly),Heating:Gas [kWh](Hourly),Cooling:Electricity [kWh](Hourly),HVACFan:Fans:Electricity [kWh](Hourly),Electricity:HVAC [kWh](Hourly),Fans:Electricity [kWh](Hourly),General:InteriorLights:Electricity [kWh](Hourly),General:ExteriorLights:Electricity [kWh](Hourly),Appl:InteriorEquipment:Electricity [kWh](Hourly),Misc:InteriorEquipment:Electricity [kWh](Hourly),Water Heater:WaterSystems:Gas [kWh](Hourly) 
 03/31  20:00:00,1.50377331391958,0.852860395821876,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.528196184766160,0.108338248442179,0.322310632266247,0.529853236384989,0.816361542589189 
 03/31  21:00:00,1.53351716053700,0.794335311372788,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.567910171621143,0.116483974844455,0.285979116882669,0.548068885128730,0.756581676165810 
 03/31  22:00:00,1.39437582041864,0.722089486345013,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.476567975255536,9.774878502411546E-002,0.269710545482451,0.535273502596540,0.685217258963877 
 03/31  23:00:00,1.12696674223548,0.605801456409791,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.357426014690583,7.331159217792682E-002,0.217943504277125,0.463210619029843,0.573893268936709 
 03/31  24:00:00,0.866892219415304,0.481612690076152,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.250198210283408,5.131810906880441E-002,0.147779479178003,0.402521408825089,0.453885068888148 
 04/01  01:00:00,0.604668196991921,0.359279755350035,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.126549091048742,2.595646761875748E-002,0.104798457473024,0.332289168791397,0.336390070490744 
 04/01  02:00:00,0.512530371781236,0.650685649348020,0.000000000000000E+000,0.356657501471167,0.000000000000000E+000,9.893092852849394E-003,9.893092852849394E-003,9.893092852849394E-003,7.787637906796342E-002,1.597321923576516E-002,8.776187263983333E-002,0.305950795924824,0.272952777510007 
 04/01  03:00:00,0.477528966330706,1.11775738943916,0.000000000000000E+000,0.840904190885984,0.000000000000000E+000,2.332530006089812E-002,2.332530006089812E-002,2.332530006089812E-002,5.191758826190433E-002,1.064880964132590E-002,7.415871598667921E-002,0.302403540319900,0.256022180306528 
 04/01  04:00:00,0.475147008743492,1.50425146467424,0.000000000000000E+000,1.22275709259669,0.000000000000000E+000,3.391727190271109E-002,3.391727190271109E-002,3.391727190271109E-002,5.191758826190433E-002,1.064880964132590E-002,6.544149328356358E-002,0.298146833593987,0.260956576375142 
 04/01  05:00:00,0.483100579454177,1.84711063745532,0.000000000000000E+000,1.51430943438653,0.000000000000000E+000,4.200445463935600E-002,4.200445463935600E-002,4.200445463935600E-002,5.191758826190433E-002,1.064880964132590E-002,7.657041780324052E-002,0.286884297048351,0.313039225347997 
 04/01  06:00:00,0.538515905610844,2.23848563967705,0.000000000000000E+000,1.67743701864506,0.000000000000000E+000,4.652934569386566E-002,4.652934569386566E-002,4.652934569386566E-002,5.516243794388505E-002,1.131435998817075E-002,9.029493158039664E-002,0.320139818344528,0.538995842184368 
 04/01  07:00:00,0.690183210215390,2.67485032641742,0.000000000000000E+000,1.68694148387537,0.000000000000000E+000,4.679298393686442E-002,4.679298393686442E-002,4.679298393686442E-002,9.085576449631344E-002,1.863541789527239E-002,0.148933953623333,0.369890078203606,0.962429025208679 
 04/01  08:00:00,0.943827222713016,3.53331950356701,0.000000000000000E+000,2.42515190746915,0.000000000000000E+000,6.726972769082938E-002,6.726972769082938E-002,6.726972769082938E-002,0.168732143564277,3.460862349167664E-002,0.235105770880487,0.393035921025746,1.08109338118022 
 04/01  09:00:00,0.871052843635512,2.95421329780319,0.000000000000000E+000,1.87610412643673,0.000000000000000E+000,5.204004471486719E-002,5.204004471486719E-002,5.204004471486719E-002,0.136283646744470,2.795312002322813E-002,0.307411851301548,0.332289168791397,1.05521948650717 
 04/01  10:00:00,0.809683352508828,2.87037905537974,0.000000000000000E+000,1.88843080635073,0.000000000000000E+000,5.238196655431693E-002,5.238196655431693E-002,5.238196655431693E-002,6.489698698982695E-002,1.331101102870530E-002,0.381213422773294,0.282804953102684,0.962467276246444 
 04/01  11:00:00,0.835074955852936,3.23725925392139,0.000000000000000E+000,2.36661556048626,0.000000000000000E+000,6.564602564172183E-002,6.564602564172183E-002,6.564602564172183E-002,5.191758826190433E-002,1.064880964132590E-002,0.402331462886063,0.289456057361922,0.850704560427193 
 04/01  12:00:00,0.830761029930784,2.37394545150249,0.000000000000000E+000,1.60394865879317,0.000000000000000E+000,4.449089938439658E-002,4.449089938439658E-002,4.449089938439658E-002,5.191758826190433E-002,1.064880964132590E-002,0.419083981831112,0.289544738752045,0.750051550898372 
 04/01  13:00:00,0.807285457714116,2.14418584857252,0.000000000000000E+000,1.45158642737093,0.000000000000000E+000,4.026462152255450E-002,4.026462152255450E-002,4.026462152255450E-002,5.191758826190433E-002,1.064880964132590E-002,0.404712163933058,0.284667262295272,0.672990163555917 
 04/01  14:00:00,0.774141461431360,1.86838485508813,0.000000000000000E+000,1.22221505868352,0.000000000000000E+000,3.390223677290077E-002,3.390223677290077E-002,3.390223677290077E-002,5.191758826190433E-002,1.064880964132590E-002,0.368086918096288,0.294510896598940,0.625882461625399 
 04/01  15:00:00,0.758002919057886,1.70956855516703,0.000000000000000E+000,1.10718649423381,0.000000000000000E+000,3.071153346752573E-002,3.071153346752573E-002,3.071153346752573E-002,5.191758826190433E-002,1.064880964132590E-002,0.338555659075166,0.311094316551965,0.580952379992093 
 04/01  16:00:00,0.781773642336319,1.71817494947285,0.000000000000000E+000,1.10917963421891,0.000000000000000E+000,3.076681989458789E-002,3.076681989458789E-002,3.076681989458789E-002,5.191758826190433E-002,1.064880964132590E-002,0.344978224852520,0.328387187625979,0.586374417726867 
 04/01  17:00:00,0.888002330422049,1.67748687496512,0.000000000000000E+000,1.00611765368642,0.000000000000000E+000,2.790804995760155E-002,2.790804995760155E-002,2.790804995760155E-002,5.516243794388505E-002,1.131435998817075E-002,0.390117981733050,0.388424488739342,0.644612664117316 
 04/01  18:00:00,1.07530628271022,1.68988276238685,0.000000000000000E+000,0.895982273068251,0.000000000000000E+000,2.485307552878657E-002,2.485307552878657E-002,2.485307552878657E-002,7.463154933534169E-002,1.530765934136768E-002,0.473565309599511,0.471873676845214,0.761395548529618 
 04/01  19:00:00,1.17499913598047,1.71223496629840,0.000000000000000E+000,0.799588546667781,0.000000000000000E+000,2.217927200081254E-002,2.217927200081254E-002,2.217927200081254E-002,0.136283646744470,2.795312002322813E-002,0.431195670410591,0.512312390741365,0.877355864671419 
 04/01  20:00:00,1.24877981577295,1.80751087015252,0.000000000000000E+000,0.868674427624633,0.000000000000000E+000,2.409560078208809E-002,2.409560078208809E-002,2.409560078208809E-002,0.269322463756319,5.524069379141967E-002,0.356238916078855,0.528807129304268,0.902409650209773 
 04/01  21:00:00,1.44171708698467,1.85771225528986,0.000000000000000E+000,0.980664215003536,0.000000000000000E+000,2.720201340635726E-002,2.720201340635726E-002,2.720201340635726E-002,0.441299503551081,9.051487717749380E-002,0.320638866510224,0.546986814279512,0.839368943352215 
 04/01  22:00:00,1.46277905202946,1.99937275182468,0.000000000000000E+000,1.20716852575703,0.000000000000000E+000,3.348487068150734E-002,3.348487068150734E-002,3.348487068150734E-002,0.476992830103509,9.783592690097891E-002,0.305173718181688,0.534216694101780,0.755404796766234 
 04/01  23:00:00,1.19598017070974,2.18652906722955,0.000000000000000E+000,1.52591460676650,0.000000000000000E+000,4.232636304575390E-002,4.232636304575390E-002,4.232636304575390E-002,0.356933465017874,7.321055179229459E-002,0.246138692081900,0.462296086711915,0.628769270398594 
 04/01  24:00:00,0.930035456916284,2.41928031200721,0.000000000000000E+000,1.90355948737076,0.000000000000000E+000,5.280161129879858E-002,5.280161129879858E-002,5.280161129879858E-002,0.246608522632240,5.058184272744180E-002,0.163241770939991,0.401726697257812,0.488047947024331 
 04/02  01:00:00,0.568681445830801,2.67543224301041,0.000000000000000E+000,2.38096901591054,0.000000000000000E+000,6.604416690241569E-002,6.604416690241569E-002,6.604416690241569E-002,7.787637906796342E-002,1.597321923576516E-002,8.776187263983333E-002,0.305950795924824,0.273387856733028 
 04/02  02:00:00,0.530253450471452,3.01839067399647,0.000000000000000E+000,2.74168315452201,0.000000000000000E+000,7.604978420164202E-002,7.604978420164202E-002,7.604978420164202E-002,5.191758826190433E-002,1.064880964132590E-002,7.415871598667921E-002,0.302403540319900,0.255876501227796 
 04/02  03:00:00,0.526017175854343,3.33800114356745,0.000000000000000E+000,3.05668577102313,0.000000000000000E+000,8.478743901356027E-002,8.478743901356027E-002,8.478743901356027E-002,5.191758826190433E-002,1.064880964132590E-002,6.544149328356358E-002,0.298146833593987,0.260777576841887 
 04/02  04:00:00,0.533682599475280,3.67026092233656,0.000000000000000E+000,3.33785007515748,0.000000000000000E+000,9.258647466045965E-002,9.258647466045965E-002,9.258647466045965E-002,5.191758826190433E-002,1.064880964132590E-002,7.657041780324052E-002,0.286884297048351,0.312648869458284 
 04/02  05:00:00,0.586621256668322,3.97147502774084,0.000000000000000E+000,3.41169086329706,0.000000000000000E+000,9.463469675134294E-002,9.463469675134294E-002,9.463469675134294E-002,5.516243794388505E-002,1.131435998817075E-002,9.029493158039664E-002,0.320139818344528,0.537731385596153 
 04/02  06:00:00,0.766459530712828,5.42179884254763,0.000000000000000E+000,4.43679153528730,0.000000000000000E+000,0.123069304434304,0.123069304434304,0.123069304434304,9.085576449631344E-002,1.863541789527239E-002,0.148933953623333,0.369890078203606,0.959527489926972 
 04/02  07:00:00,0.972717182505685,4.57142686507398,0.000000000000000E+000,3.46666855251796,0.000000000000000E+000,9.615968748349926E-002,9.615968748349926E-002,9.615968748349926E-002,0.168732143564277,3.460862349167664E-002,0.235105770880487,0.393035921025746,1.07768409763837 
 04/02  08:00:00,0.905681077821105,4.19925331672202,0.000000000000000E+000,3.12449223606976,0.000000000000000E+000,8.666827890046154E-002,8.666827890046154E-002,8.666827890046154E-002,0.136283646744470,2.795312002322813E-002,0.307411851301548,0.332289168791397,1.05187139579298 
 04/02  09:00:00,0.831329050962989,3.64771013078024,0.000000000000000E+000,2.66878340619884,0.000000000000000E+000,7.402766500847879E-002,7.402766500847879E-002,7.402766500847879E-002,6.489698698982695E-002,1.331101102870530E-002,0.381213422773294,0.282804953102684,0.959445751798849 
 04/02  10:00:00,0.839138864051296,3.38116943625694,0.000000000000000E+000,2.51312417672940,0.000000000000000E+000,6.970993384008328E-002,6.970993384008328E-002,6.970993384008328E-002,5.191758826190433E-002,1.064880964132590E-002,0.402331462886063,0.289456057361922,0.848106126519597 
 04/02  11:00:00,0.823984023024752,2.12742721958996,0.000000000000000E+000,1.35962967922732,0.000000000000000E+000,3.771389247836428E-002,3.771389247836428E-002,3.771389247836428E-002,5.191758826190433E-002,1.064880964132590E-002,0.419083981831112,0.289544738752045,0.747852298551705 
 04/02  12:00:00,0.786045223772865,1.37655758433392,0.000000000000000E+000,0.685851294705366,0.000000000000000E+000,1.902438758130436E-002,1.902438758130436E-002,1.902438758130436E-002,5.191758826190433E-002,1.064880964132590E-002,0.404712163933058,0.284667262295272,0.671097031982882 
 04/02  13:00:00,0.745643067693027,0.839293368262069,0.000000000000000E+000,0.194814825223840,0.000000000000000E+000,5.403843034567079E-003,5.403843034567079E-003,5.403843034567079E-003,5.191758826190433E-002,1.064880964132590E-002,0.368086918096288,0.294510896598940,0.624191208259017 
 04/02  14:00:00,0.727291385590362,0.600270831925381,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,5.191758826190433E-002,1.064880964132590E-002,0.338555659075166,0.311094316551965,0.578841150984256 
 04/02  15:00:00,0.751006822441730,0.606250317770002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,5.191758826190433E-002,1.064880964132590E-002,0.344978224852520,0.328387187625979,0.583629420242924 
 04/02  16:00:00,0.860094280464446,0.666159297801987,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,5.516243794388505E-002,1.131435998817075E-002,0.390117981733050,0.388424488739342,0.639402740640603 
 04/02  17:00:00,1.05045320718144,0.790284490725134,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,7.463154933534169E-002,1.530765934136768E-002,0.473565309599511,0.471873676845214,0.757779549936155 
 04/02  18:00:00,1.15281986397966,0.907623708743394,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.136283646744470,2.795312002322813E-002,0.431195670410591,0.512312390741365,0.872333153784193 
 04/02  19:00:00,1.22468421499086,0.933593180706628,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.269322463756319,5.524069379141967E-002,0.356238916078855,0.528807129304268,0.897166388388517 
 04/02  20:00:00,1.41451507357831,0.873456867358399,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.441299503551081,9.051487717749380E-002,0.320638866510224,0.546986814279512,0.835777770424287 
 04/02  21:00:00,1.43332363978070,0.935290918823081,0.000000000000000E+000,0.145266662132976,0.000000000000000E+000,4.029458432745778E-003,4.029458432745778E-003,4.029458432745778E-003,0.476992830103509,9.783592690097891E-002,0.305173718181688,0.534216694101780,0.753224827388694 
 04/02  22:00:00,1.17182405427336,1.31403815075057,0.000000000000000E+000,0.655058519434474,0.000000000000000E+000,1.817024660937680E-002,1.817024660937680E-002,1.817024660937680E-002,0.356933465017874,7.321055179229459E-002,0.246138692081900,0.462296086711915,0.627134441251641 
 04/02  23:00:00,0.910886586462392,1.72786775378894,0.000000000000000E+000,1.21322044035438,0.000000000000000E+000,3.365274084490531E-002,3.365274084490531E-002,3.365274084490531E-002,0.246608522632240,5.058184272744180E-002,0.163241770939991,0.401726697257812,0.486974435822451 
 04/02  24:00:00,0.654038342698803,2.14076226491554,0.000000000000000E+000,1.77985116252225,0.000000000000000E+000,4.937014570688330E-002,4.937014570688330E-002,4.937014570688330E-002,0.126549091048742,2.595646761875748E-002,0.104798457473024,0.332289168791397,0.338021417533993 
 04/03  01:00:00,0.560683158380346,2.52322166825164,0.000000000000000E+000,2.23491637408528,0.000000000000000E+000,6.199290668492067E-002,6.199290668492067E-002,6.199290668492067E-002,7.787637906796342E-002,1.597321923576516E-002,8.381484540687240E-002,0.305950795924824,0.267229923799511 
 04/03  02:00:00,0.522071719128938,2.81303129339412,0.000000000000000E+000,2.54086048262113,0.000000000000000E+000,7.047929337535180E-002,7.047929337535180E-002,7.047929337535180E-002,5.191758826190433E-002,1.064880964132590E-002,7.154747547045819E-002,0.302403540319900,0.251339792526356 
 04/03  03:00:00,0.516269499971375,3.03092838593305,0.000000000000000E+000,2.75449516794509,0.000000000000000E+000,7.640516839489109E-002,7.640516839489109E-002,7.640516839489109E-002,5.191758826190433E-002,1.064880964132590E-002,6.407608801926525E-002,0.298146833593987,0.255895422285543 
 04/03  04:00:00,0.518948700801151,3.22540322018537,0.000000000000000E+000,2.90297423784045,0.000000000000000E+000,8.052373373873017E-002,8.052373373873017E-002,8.052373373873017E-002,5.191758826190433E-002,1.064880964132590E-002,7.389926005084047E-002,0.286884297048351,0.302667004624143 
 04/03  05:00:00,0.569328924396872,3.46669653126315,0.000000000000000E+000,2.93597282682644,0.000000000000000E+000,8.143906035741895E-002,8.143906035741895E-002,8.143906035741895E-002,5.516243794388505E-002,1.131435998817075E-002,8.619823570287033E-002,0.320139818344528,0.508670925589068 
 04/03  06:00:00,0.710314672540150,3.71408807871125,0.000000000000000E+000,2.79576648814410,0.000000000000000E+000,7.754996697953979E-002,7.754996697953979E-002,7.754996697953979E-002,9.085576449631344E-002,1.863541789527239E-002,0.138308432905419,0.369890078203606,0.892841773233792 
 04/03  07:00:00,0.958718625027186,4.74900899018271,0.000000000000000E+000,3.72489659215778,0.000000000000000E+000,0.103322508853660,0.103322508853660,0.103322508853660,0.168732143564277,3.460862349167664E-002,0.213944392031827,0.393035921025746,0.997038183107297 
 04/03  08:00:00,0.864918679250876,3.81539090116467,0.000000000000000E+000,2.82436371950670,0.000000000000000E+000,7.834320717226642E-002,7.834320717226642E-002,7.834320717226642E-002,0.136283646744470,2.795312002322813E-002,0.274974524459516,0.332289168791397,0.968137496798686 
 04/03  09:00:00,0.778114020663210,3.27586993404691,0.000000000000000E+000,2.37374300364006,0.000000000000000E+000,6.584372919942927E-002,6.584372919942927E-002,6.584372919942927E-002,6.489698698982695E-002,1.331101102870530E-002,0.336182328282564,0.282804953102684,0.882645957624271 
 04/03  10:00:00,0.783056184958819,3.12910699952974,0.000000000000000E+000,2.32686912201991,0.000000000000000E+000,6.454352476988906E-002,6.454352476988906E-002,6.454352476988906E-002,5.191758826190433E-002,1.064880964132590E-002,0.351415192863779,0.289456057361922,0.782298744501889 
 04/03  11:00:00,0.768232947238458,1.95521522610145,0.000000000000000E+000,1.24202089805079,0.000000000000000E+000,3.445161820208945E-002,3.445161820208945E-002,3.445161820208945E-002,5.191758826190433E-002,1.064880964132590E-002,0.366595180321093,0.289544738752045,0.693249086239725 
 04/03  12:00:00,0.737027246993109,1.28573526852394,0.000000000000000E+000,0.642321951178178,0.000000000000000E+000,1.781695514104526E-002,1.781695514104526E-002,1.781695514104526E-002,5.191758826190433E-002,1.064880964132590E-002,0.356901619593564,0.284667262295272,0.623804059700093 
 04/03  13:00:00,0.702127339642639,0.800819278573419,0.000000000000000E+000,0.197422742361214,0.000000000000000E+000,5.476182369324251E-003,5.476182369324251E-003,5.476182369324251E-003,5.191758826190433E-002,1.064880964132590E-002,0.324498850711145,0.294510896598940,0.583109201432991 
 04/03  14:00:00,0.688165782114696,0.562875670708893,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,5.191758826190433E-002,1.064880964132590E-002,0.299430055599500,0.311094316551965,0.541445989767767 
 04/03  15:00:00,0.713947819939288,0.567963684697509,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,5.191758826190433E-002,1.064880964132590E-002,0.307919222350081,0.328387187625979,0.545342787170431 
 04/03  16:00:00,0.824176332482388,0.620423485806678,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,5.516243794388505E-002,1.131435998817075E-002,0.354200033750992,0.388424488739342,0.593666928645293 
 04/03  17:00:00,1.01510124868471,0.733157768524362,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,7.463154933534169E-002,1.530765934136768E-002,0.438213351102789,0.471873676845214,0.700652827735383 
 04/03  18:00:00,1.11850952099186,0.833185359568999,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.136283646744470,2.795312002322813E-002,0.396885327422791,0.512312390741365,0.797894804609794 
 04/03  19:00:00,1.19043943340151,0.851186378034071,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.269322463756319,5.524069379141967E-002,0.321994134489507,0.528807129304268,0.814759585715961 
 04/03  20:00:00,1.37965967536643,0.795089273133535,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.441299503551081,9.051487717749380E-002,0.285783468298347,0.546986814279512,0.757410176199423 
 04/03  21:00:00,1.39368729539417,0.724109159399936,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.476992830103509,9.783592690097891E-002,0.269566832227902,0.534216694101780,0.687309730098528 
 04/03  22:00:00,1.12908287107908,0.743121082923402,0.000000000000000E+000,0.134193170413267,0.000000000000000E+000,3.722297973940135E-003,3.722297973940135E-003,3.722297973940135E-003,0.356933465017874,7.321055179229459E-002,0.217845457523059,0.462296086711915,0.577082722445686 
 04/03  23:00:00,0.881559987557420,1.19947777132634,0.000000000000000E+000,0.716012134562952,0.000000000000000E+000,1.986099970357919E-002,1.986099970357919E-002,1.986099970357919E-002,0.246608522632240,5.058184272744180E-002,0.147706913176347,0.401726697257812,0.455792759151268 
 04/03  24:00:00,0.636662622018729,1.73959792688658,0.000000000000000E+000,1.39042533542825,0.000000000000000E+000,3.856811336255572E-002,3.856811336255572E-002,3.856811336255572E-002,0.126549091048742,2.595646761875748E-002,9.822476913727689E-002,0.332289168791397,0.326282906599039 
 04/04  01:00:00,0.554036215895932,2.28336050737104,0.000000000000000E+000,1.99528636816346,0.000000000000000E+000,5.534596420050761E-002,5.534596420050761E-002,5.534596420050761E-002,7.787637906796342E-002,1.597321923576516E-002,8.381484540687240E-002,0.305950795924824,0.266998768840729 
 04/04  02:00:00,0.519769737550757,2.72987872655279,0.000000000000000E+000,2.45787136988168,0.000000000000000E+000,6.817731179717024E-002,6.817731179717024E-002,6.817731179717024E-002,5.191758826190433E-002,1.064880964132590E-002,7.154747547045819E-002,0.302403540319900,0.251176338424462 
 04/04  03:00:00,0.518220438771536,3.10107924547200,0.000000000000000E+000,2.82482878032880,0.000000000000000E+000,7.835610719505144E-002,7.835610719505144E-002,7.835610719505144E-002,5.191758826190433E-002,1.064880964132590E-002,6.407608801926525E-002,0.298146833593987,0.255712669440787 
 04/04  04:00:00,0.524880191751720,3.43886713762912,0.000000000000000E+000,3.11681138400850,0.000000000000000E+000,8.645522468929942E-002,8.645522468929942E-002,8.645522468929942E-002,5.191758826190433E-002,1.064880964132590E-002,7.389926005084047E-002,0.286884297048351,0.302293775899822 
 04/04  05:00:00,0.576974928068618,3.74116318816685,0.000000000000000E+000,3.21162015030420,0.000000000000000E+000,8.908506402916644E-002,8.908506402916644E-002,8.908506402916644E-002,5.516243794388505E-002,1.131435998817075E-002,8.619823570287033E-002,0.320139818344528,0.507490259015013 
 04/04  06:00:00,0.719455448470518,4.04092672370926,0.000000000000000E+000,3.12530208973239,0.000000000000000E+000,8.669074290990690E-002,8.669074290990690E-002,8.669074290990690E-002,9.085576449631344E-002,1.863541789527239E-002,0.138308432905419,0.369890078203606,0.890144816643509 
 04/04  07:00:00,0.939414004769791,4.04990500492469,0.000000000000000E+000,3.02894258361238,0.000000000000000E+000,8.401788859626488E-002,8.401788859626488E-002,8.401788859626488E-002,0.168732143564277,3.460862349167664E-002,0.213944392031827,0.393035921025746,0.993888206394662 
 04/04  08:00:00,0.865197599249390,3.82238060120376,0.000000000000000E+000,2.83441910979361,0.000000000000000E+000,7.862212717077974E-002,7.862212717077974E-002,7.862212717077974E-002,0.136283646744470,2.795312002322813E-002,0.274974524459516,0.332289168791397,0.965071806550858 
 04/04  09:00:00,0.778895785551013,3.30130018329592,0.000000000000000E+000,2.40192653691611,0.000000000000000E+000,6.662549408723123E-002,6.662549408723123E-002,6.662549408723123E-002,6.489698698982695E-002,1.331101102870530E-002,0.336182328282564,0.282804953102684,0.879892673597240 
 04/04  10:00:00,0.778398263942027,2.95881946294851,0.000000000000000E+000,2.15894565292798,0.000000000000000E+000,5.988560375309717E-002,5.988560375309717E-002,5.988560375309717E-002,5.191758826190433E-002,1.064880964132590E-002,0.351415192863779,0.289456057361922,0.779934677012601 
 04/04  11:00:00,0.759426124552275,1.63571546032454,0.000000000000000E+000,0.924524699250951,0.000000000000000E+000,2.564479551590672E-002,2.564479551590672E-002,2.564479551590672E-002,5.191758826190433E-002,1.064880964132590E-002,0.366595180321093,0.289544738752045,0.691245519262645 
 04/04  12:00:00,0.724529063462840,0.833439079740133,0.000000000000000E+000,0.191747901471359,0.000000000000000E+000,5.318771610776051E-003,5.318771610776051E-003,5.318771610776051E-003,5.191758826190433E-002,1.064880964132590E-002,0.356901619593564,0.284667262295272,0.622081920623105 
 04/04  13:00:00,0.696651157273313,0.599490150022034,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,5.191758826190433E-002,1.064880964132590E-002,0.324498850711145,0.294510896598940,0.579202815242820 
 04/04  14:00:00,0.688165782114696,0.557391405147201,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,5.191758826190433E-002,1.064880964132590E-002,0.299430055599500,0.311094316551965,0.535961724206072 
 04/04  15:00:00,0.713947819939288,0.563316201102564,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,5.191758826190433E-002,1.064880964132590E-002,0.307919222350081,0.328387187625979,0.540695303575486 
 04/04  16:00:00,0.824176332482388,0.612901284916102,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,5.516243794388505E-002,1.131435998817075E-002,0.354200033750992,0.388424488739342,0.586144727754718 
 04/04  17:00:00,1.01510124868471,0.725775229949008,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,7.463154933534169E-002,1.530765934136768E-002,0.438213351102789,0.471873676845214,0.693270289160029 
 04/04  18:00:00,1.11850952099186,0.825717434234094,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.136283646744470,2.795312002322813E-002,0.396885327422791,0.512312390741365,0.790426879274892 
 04/04  19:00:00,1.19043943340151,0.842882865444317,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.269322463756319,5.524069379141967E-002,0.321994134489507,0.528807129304268,0.806456073126206 
 04/04  20:00:00,1.37965967536643,0.786251560819481,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.441299503551081,9.051487717749380E-002,0.285783468298347,0.546986814279512,0.748572463885367 
 04/04  21:00:00,1.39368729539417,0.715372499612181,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.476992830103509,9.783592690097891E-002,0.269566832227902,0.534216694101780,0.678573070310772 
 04/04  22:00:00,1.12536057310514,0.600519648243895,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.356933465017874,7.321055179229459E-002,0.217845457523059,0.462296086711915,0.568674458179444 
 04/04  23:00:00,0.861698987853841,0.478101613424410,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.246608522632240,5.058184272744180E-002,0.147706913176347,0.401726697257812,0.450428735812295 
