Year,Month,Day,Hour,Minute,Energy Generated (kW)
2019,2,20,9,0,1.34E+00
2019,2,20,9,30,1.71E+00
2019,2,20,10,0,1.84E+00
2019,2,20,10,30,1.49E+00
2019,2,20,11,0,1.64E+00
2019,2,20,11,30,1.57E+00
2019,2,20,12,0,1.26E+00
2019,2,20,12,30,1.07E+00
2019,2,20,13,0,4.14E-01
2019,2,20,13,30,1.88E-01
2019,2,20,14,0,1.58E-01
2019,2,20,14,30,1.35E-01
2019,2,20,15,0,1.18E-01
2019,2,20,15,30,2.46E-01
2019,2,20,16,0,2.96E-01
2019,2,20,16,30,1.40E-01
2019,2,20,17,0,5.23E-02
2019,2,20,17,30,0.00E+00
2019,2,20,18,0,0.00E+00
2019,2,20,18,30,0.00E+00
2019,2,20,19,0,0.00E+00
2019,2,20,19,30,0.00E+00
2019,2,20,20,0,0.00E+00
2019,2,20,20,30,0.00E+00
2019,2,20,21,0,0.00E+00
2019,2,20,21,30,0.00E+00
2019,2,20,22,0,0.00E+00
2019,2,20,22,30,0.00E+00
2019,2,20,23,0,0.00E+00
2019,2,20,23,30,0.00E+00
2019,2,21,0,0,0.00E+00
2019,2,21,0,30,0.00E+00
2019,2,21,1,0,0.00E+00
2019,2,21,1,30,0.00E+00
2019,2,21,2,0,0.00E+00
2019,2,21,2,30,0.00E+00
2019,2,21,3,0,0.00E+00
2019,2,21,3,30,0.00E+00
2019,2,21,4,0,0.00E+00
2019,2,21,4,30,0.00E+00
2019,2,21,5,0,0.00E+00
2019,2,21,5,30,0.00E+00
2019,2,21,6,0,0.00E+00
2019,2,21,6,30,0.00E+00
2019,2,21,7,0,9.14E-02
2019,2,21,7,30,2.79E-01
2019,2,21,8,0,6.47E-01
2019,2,21,8,30,9.49E-01
2019,2,21,9,0,1.68E+00
2019,2,21,9,30,1.80E+00
2019,2,21,10,0,1.81E+00
2019,2,21,10,30,2.02E+00
2019,2,21,11,0,2.67E+00
2019,2,21,11,30,2.86E+00
2019,2,21,12,0,3.17E+00
2019,2,21,12,30,3.14E+00
2019,2,21,13,0,2.26E+00
2019,2,21,13,30,2.02E+00
2019,2,21,14,0,9.71E-01
2019,2,21,14,30,7.56E-01
2019,2,21,15,0,1.91E+00
2019,2,21,15,30,1.78E+00
2019,2,21,16,0,1.11E+00
2019,2,21,16,30,3.62E-01
2019,2,21,17,0,1.53E-01
2019,2,21,17,30,1.49E-02
2019,2,21,18,0,0.00E+00
2019,2,21,18,30,0.00E+00
2019,2,21,19,0,0.00E+00
2019,2,21,19,30,0.00E+00
2019,2,21,20,0,0.00E+00
2019,2,21,20,30,0.00E+00
2019,2,21,21,0,0.00E+00
2019,2,21,21,30,0.00E+00
2019,2,21,22,0,0.00E+00
2019,2,21,22,30,0.00E+00
2019,2,21,23,0,0.00E+00
2019,2,21,23,30,0.00E+00
2019,2,22,0,0,0.00E+00
2019,2,22,0,30,0.00E+00
2019,2,22,1,0,0.00E+00
2019,2,22,1,30,0.00E+00
2019,2,22,2,0,0.00E+00
2019,2,22,2,30,0.00E+00
2019,2,22,3,0,0.00E+00
2019,2,22,3,30,0.00E+00
2019,2,22,4,0,0.00E+00
2019,2,22,4,30,0.00E+00
2019,2,22,5,0,0.00E+00
2019,2,22,5,30,0.00E+00
2019,2,22,6,0,0.00E+00
2019,2,22,6,30,0.00E+00
2019,2,22,7,0,8.44E-02
2019,2,22,7,30,2.83E-01
2019,2,22,8,0,1.07E+00
2019,2,22,8,30,1.77E+00
2019,2,22,9,0,2.18E+00
2019,2,22,9,30,2.50E+00
2019,2,22,10,0,2.76E+00
2019,2,22,10,30,2.96E+00
2019,2,22,11,0,3.08E+00
2019,2,22,11,30,3.16E+00
2019,2,22,12,0,3.17E+00
2019,2,22,12,30,3.15E+00
2019,2,22,13,0,3.10E+00
2019,2,22,13,30,2.96E+00
2019,2,22,14,0,2.78E+00
2019,2,22,14,30,2.55E+00
2019,2,22,15,0,2.23E+00
2019,2,22,15,30,1.85E+00
2019,2,22,16,0,1.43E+00
2019,2,22,16,30,9.53E-01
2019,2,22,17,0,4.87E-01
2019,2,22,17,30,8.12E-02
2019,2,22,18,0,0.00E+00
2019,2,22,18,30,0.00E+00
2019,2,22,19,0,0.00E+00
2019,2,22,19,30,0.00E+00
2019,2,22,20,0,0.00E+00
2019,2,22,20,30,0.00E+00
2019,2,22,21,0,0.00E+00
2019,2,22,21,30,0.00E+00
2019,2,22,22,0,0.00E+00
2019,2,22,22,30,0.00E+00
2019,2,22,23,0,0.00E+00
2019,2,22,23,30,0.00E+00
2019,2,23,0,0,0.00E+00
2019,2,23,0,30,0.00E+00
2019,2,23,1,0,0.00E+00
2019,2,23,1,30,0.00E+00
2019,2,23,2,0,0.00E+00
2019,2,23,2,30,0.00E+00
2019,2,23,3,0,0.00E+00
2019,2,23,3,30,0.00E+00
2019,2,23,4,0,0.00E+00
2019,2,23,4,30,0.00E+00
2019,2,23,5,0,0.00E+00
2019,2,23,5,30,0.00E+00
2019,2,23,6,0,0.00E+00
2019,2,23,6,30,0.00E+00
2019,2,23,7,0,1.97E-01
2019,2,23,7,30,4.87E-01
2019,2,23,8,0,9.48E-01
2019,2,23,8,30,1.50E+00
2019,2,23,9,0,2.08E+00
2019,2,23,9,30,2.41E+00
2019,2,23,10,0,2.67E+00
2019,2,23,10,30,2.87E+00
2019,2,23,11,0,3.00E+00
2019,2,23,11,30,3.08E+00
2019,2,23,12,0,3.12E+00
2019,2,23,12,30,3.11E+00
2019,2,23,13,0,3.04E+00
2019,2,23,13,30,2.91E+00
2019,2,23,14,0,2.72E+00
2019,2,23,14,30,2.45E+00
2019,2,23,15,0,2.01E+00
2019,2,23,15,30,1.54E+00
2019,2,23,16,0,1.34E+00
2019,2,23,16,30,9.06E-01
2019,2,23,17,0,4.39E-01
2019,2,23,17,30,4.93E-02
2019,2,23,18,0,0.00E+00
2019,2,23,18,30,0.00E+00
2019,2,23,19,0,0.00E+00
2019,2,23,19,30,0.00E+00
2019,2,23,20,0,0.00E+00
2019,2,23,20,30,0.00E+00
2019,2,23,21,0,0.00E+00
2019,2,23,21,30,0.00E+00
2019,2,23,22,0,0.00E+00
2019,2,23,22,30,0.00E+00
2019,2,23,23,0,0.00E+00
2019,2,23,23,30,0.00E+00
2019,2,24,0,0,0.00E+00
2019,2,24,0,30,0.00E+00
2019,2,24,1,0,0.00E+00
2019,2,24,1,30,0.00E+00
2019,2,24,2,0,0.00E+00
2019,2,24,2,30,0.00E+00
2019,2,24,3,0,0.00E+00
2019,2,24,3,30,0.00E+00
2019,2,24,4,0,0.00E+00
2019,2,24,4,30,0.00E+00
2019,2,24,5,0,0.00E+00
2019,2,24,5,30,0.00E+00
2019,2,24,6,0,0.00E+00
2019,2,24,6,30,0.00E+00
2019,2,24,7,0,1.86E-01
2019,2,24,7,30,4.84E-01
2019,2,24,8,0,8.43E-01
2019,2,24,8,30,1.46E+00
2019,2,24,9,0,1.99E+00
2019,2,24,9,30,2.30E+00
2019,2,24,10,0,2.53E+00
2019,2,24,10,30,2.68E+00
2019,2,24,11,0,2.78E+00
2019,2,24,11,30,2.89E+00
2019,2,24,12,0,2.95E+00
2019,2,24,12,30,2.97E+00
2019,2,24,13,0,2.93E+00
2019,2,24,13,30,2.81E+00
2019,2,24,14,0,2.66E+00
2019,2,24,14,30,2.40E+00
2019,2,24,15,0,2.10E+00
2019,2,24,15,30,1.70E+00
2019,2,24,16,0,1.36E+00
2019,2,24,16,30,9.10E-01
2019,2,24,17,0,3.71E-01
2019,2,24,17,30,5.69E-02
2019,2,24,18,0,0.00E+00
2019,2,24,18,30,0.00E+00
2019,2,24,19,0,0.00E+00
2019,2,24,19,30,0.00E+00
2019,2,24,20,0,0.00E+00
2019,2,24,20,30,0.00E+00
2019,2,24,21,0,0.00E+00
2019,2,24,21,30,0.00E+00
2019,2,24,22,0,0.00E+00
2019,2,24,22,30,0.00E+00
2019,2,24,23,0,0.00E+00
2019,2,24,23,30,0.00E+00
2019,2,25,0,0,0.00E+00
2019,2,25,0,30,0.00E+00
2019,2,25,1,0,0.00E+00
2019,2,25,1,30,0.00E+00
2019,2,25,2,0,0.00E+00
2019,2,25,2,30,0.00E+00
2019,2,25,3,0,0.00E+00
2019,2,25,3,30,0.00E+00
2019,2,25,4,0,0.00E+00
2019,2,25,4,30,0.00E+00
2019,2,25,5,0,0.00E+00
2019,2,25,5,30,0.00E+00
2019,2,25,6,0,0.00E+00
2019,2,25,6,30,0.00E+00
2019,2,25,7,0,1.93E-01
2019,2,25,7,30,5.00E-01
2019,2,25,8,0,8.66E-01
2019,2,25,8,30,1.22E+00
2019,2,25,9,0,1.87E+00
2019,2,25,9,30,2.29E+00
2019,2,25,10,0,2.57E+00
2019,2,25,10,30,2.78E+00
2019,2,25,11,0,2.91E+00
2019,2,25,11,30,3.00E+00
2019,2,25,12,0,3.04E+00
2019,2,25,12,30,3.01E+00
2019,2,25,13,0,2.94E+00
2019,2,25,13,30,2.83E+00
2019,2,25,14,0,2.64E+00
2019,2,25,14,30,2.39E+00
2019,2,25,15,0,2.10E+00
2019,2,25,15,30,1.74E+00
2019,2,25,16,0,1.33E+00
2019,2,25,16,30,8.93E-01
2019,2,25,17,0,4.53E-01
2019,2,25,17,30,9.51E-02
2019,2,25,18,0,0.00E+00
2019,2,25,18,30,0.00E+00
2019,2,25,19,0,0.00E+00
2019,2,25,19,30,0.00E+00
2019,2,25,20,0,0.00E+00
2019,2,25,20,30,0.00E+00
2019,2,25,21,0,0.00E+00
2019,2,25,21,30,0.00E+00
2019,2,25,22,0,0.00E+00
2019,2,25,22,30,0.00E+00
2019,2,25,23,0,0.00E+00
2019,2,25,23,30,0.00E+00
2019,2,26,0,0,0.00E+00
2019,2,26,0,30,0.00E+00
2019,2,26,1,0,0.00E+00
2019,2,26,1,30,0.00E+00
2019,2,26,2,0,0.00E+00
2019,2,26,2,30,0.00E+00
2019,2,26,3,0,0.00E+00
2019,2,26,3,30,0.00E+00
2019,2,26,4,0,0.00E+00
2019,2,26,4,30,0.00E+00
2019,2,26,5,0,0.00E+00
2019,2,26,5,30,0.00E+00
2019,2,26,6,0,0.00E+00
2019,2,26,6,30,1.12E-04
2019,2,26,7,0,1.35E-01
2019,2,26,7,30,4.15E-01
2019,2,26,8,0,9.00E-01
2019,2,26,8,30,1.07E+00
2019,2,26,9,0,1.38E+00
2019,2,26,9,30,1.95E+00
2019,2,26,10,0,2.03E+00
2019,2,26,10,30,2.15E+00
2019,2,26,11,0,2.34E+00
2019,2,26,11,30,2.42E+00
2019,2,26,12,0,2.71E+00
2019,2,26,12,30,2.48E+00
2019,2,26,13,0,2.38E+00
2019,2,26,13,30,2.00E+00
2019,2,26,14,0,2.04E+00
2019,2,26,14,30,2.09E+00
2019,2,26,15,0,1.92E+00
2019,2,26,15,30,1.52E+00
2019,2,26,16,0,1.31E+00
2019,2,26,16,30,5.08E-01
2019,2,26,17,0,1.63E-01
2019,2,26,17,30,1.95E-02
2019,2,26,18,0,0.00E+00
2019,2,26,18,30,0.00E+00
2019,2,26,19,0,0.00E+00
2019,2,26,19,30,0.00E+00
2019,2,26,20,0,0.00E+00
2019,2,26,20,30,0.00E+00
2019,2,26,21,0,0.00E+00
2019,2,26,21,30,0.00E+00
2019,2,26,22,0,0.00E+00
2019,2,26,22,30,0.00E+00
2019,2,26,23,0,0.00E+00
2019,2,26,23,30,0.00E+00
2019,2,27,0,0,0.00E+00
2019,2,27,0,30,0.00E+00
2019,2,27,1,0,0.00E+00
2019,2,27,1,30,0.00E+00
2019,2,27,2,0,0.00E+00
2019,2,27,2,30,0.00E+00
2019,2,27,3,0,0.00E+00
2019,2,27,3,30,0.00E+00
2019,2,27,4,0,0.00E+00
2019,2,27,4,30,0.00E+00
2019,2,27,5,0,0.00E+00
2019,2,27,5,30,0.00E+00
2019,2,27,6,0,0.00E+00
2019,2,27,6,30,0.00E+00
2019,2,27,7,0,9.72E-02
2019,2,27,7,30,2.84E-01
2019,2,27,8,0,3.81E-01
2019,2,27,8,30,7.95E-01
2019,2,27,9,0,1.15E+00
2019,2,27,9,30,1.52E+00
2019,2,27,10,0,1.62E+00
2019,2,27,10,30,1.50E+00
2019,2,27,11,0,1.59E+00
2019,2,27,11,30,2.26E+00
2019,2,27,12,0,2.13E+00
2019,2,27,12,30,1.75E+00
2019,2,27,13,0,1.70E+00
2019,2,27,13,30,2.38E+00
2019,2,27,14,0,1.84E+00
2019,2,27,14,30,1.49E+00
2019,2,27,15,0,1.12E+00
2019,2,27,15,30,1.16E+00
2019,2,27,16,0,8.03E-01
2019,2,27,16,30,7.46E-01
2019,2,27,17,0,3.58E-01
2019,2,27,17,30,3.12E-02
2019,2,27,18,0,0.00E+00
2019,2,27,18,30,0.00E+00
2019,2,27,19,0,0.00E+00
2019,2,27,19,30,0.00E+00
2019,2,27,20,0,0.00E+00
2019,2,27,20,30,0.00E+00
2019,2,27,21,0,0.00E+00
2019,2,27,21,30,0.00E+00
2019,2,27,22,0,0.00E+00
2019,2,27,22,30,0.00E+00
2019,2,27,23,0,0.00E+00
2019,2,27,23,30,0.00E+00
2019,2,28,0,0,0.00E+00
2019,2,28,0,30,0.00E+00
2019,2,28,1,0,0.00E+00
2019,2,28,1,30,0.00E+00
2019,2,28,2,0,0.00E+00
2019,2,28,2,30,0.00E+00
2019,2,28,3,0,0.00E+00
2019,2,28,3,30,0.00E+00
2019,2,28,4,0,0.00E+00
2019,2,28,4,30,0.00E+00
2019,2,28,5,0,0.00E+00
2019,2,28,5,30,0.00E+00
2019,2,28,6,0,0.00E+00
2019,2,28,6,30,0.00E+00
2019,2,28,7,0,6.34E-02
2019,2,28,7,30,2.14E-01
2019,2,28,8,0,4.08E-01
2019,2,28,8,30,5.90E-01
2019,2,28,9,0,5.83E-01
2019,2,28,9,30,3.88E-01
2019,2,28,10,0,7.68E-01
2019,2,28,10,30,9.72E-01
2019,2,28,11,0,1.11E+00
2019,2,28,11,30,1.21E+00
2019,2,28,12,0,7.97E-01
2019,2,28,12,30,9.31E-01
2019,2,28,13,0,1.37E+00
2019,2,28,13,30,1.07E+00
2019,2,28,14,0,1.45E+00
2019,2,28,14,30,1.96E+00
2019,2,28,15,0,2.03E+00
2019,2,28,15,30,1.69E+00
2019,2,28,16,0,1.26E+00
2019,2,28,16,30,4.22E-01
2019,2,28,17,0,1.65E-01
2019,2,28,17,30,3.83E-02
2019,2,28,18,0,0.00E+00
2019,2,28,18,30,0.00E+00
2019,2,28,19,0,0.00E+00
2019,2,28,19,30,0.00E+00
2019,2,28,20,0,0.00E+00
2019,2,28,20,30,0.00E+00
2019,2,28,21,0,0.00E+00
2019,2,28,21,30,0.00E+00
2019,2,28,22,0,0.00E+00
2019,2,28,22,30,0.00E+00
2019,2,28,23,0,0.00E+00
2019,2,28,23,30,0.00E+00
2019,3,1,0,0,0.00E+00
2019,3,1,0,30,0.00E+00
2019,3,1,1,0,0.00E+00
2019,3,1,1,30,0.00E+00
2019,3,1,2,0,0.00E+00
2019,3,1,2,30,0.00E+00
2019,3,1,3,0,0.00E+00
2019,3,1,3,30,0.00E+00
2019,3,1,4,0,0.00E+00
2019,3,1,4,30,0.00E+00
2019,3,1,5,0,0.00E+00
2019,3,1,5,30,0.00E+00
2019,3,1,6,0,0.00E+00
2019,3,1,6,30,0.00E+00
2019,3,1,7,0,3.46E-02
2019,3,1,7,30,1.45E-01
2019,3,1,8,0,2.40E-01
2019,3,1,8,30,5.39E-01
2019,3,1,9,0,9.19E-01
2019,3,1,9,30,9.74E-01
2019,3,1,10,0,1.10E+00
2019,3,1,10,30,1.57E+00
2019,3,1,11,0,1.98E+00
2019,3,1,11,30,2.00E+00
2019,3,1,12,0,2.12E+00
2019,3,1,12,30,1.92E+00
2019,3,1,13,0,1.67E+00
2019,3,1,13,30,1.72E+00
2019,3,1,14,0,1.90E+00
2019,3,1,14,30,1.41E+00
2019,3,1,15,0,1.20E+00
2019,3,1,15,30,9.60E-01
2019,3,1,16,0,3.37E-01
2019,3,1,16,30,3.42E-01
2019,3,1,17,0,1.85E-01
2019,3,1,17,30,3.84E-02
2019,3,1,18,0,0.00E+00
2019,3,1,18,30,0.00E+00
2019,3,1,19,0,0.00E+00
2019,3,1,19,30,0.00E+00
2019,3,1,20,0,0.00E+00
2019,3,1,20,30,0.00E+00
2019,3,1,21,0,0.00E+00
2019,3,1,21,30,0.00E+00
2019,3,1,22,0,0.00E+00
2019,3,1,22,30,0.00E+00
2019,3,1,23,0,0.00E+00
2019,3,1,23,30,0.00E+00
2019,3,2,0,0,0.00E+00
2019,3,2,0,30,0.00E+00
2019,3,2,1,0,0.00E+00
2019,3,2,1,30,0.00E+00
2019,3,2,2,0,0.00E+00
2019,3,2,2,30,0.00E+00
2019,3,2,3,0,0.00E+00
2019,3,2,3,30,0.00E+00
2019,3,2,4,0,0.00E+00
2019,3,2,4,30,0.00E+00
2019,3,2,5,0,0.00E+00
2019,3,2,5,30,0.00E+00
2019,3,2,6,0,0.00E+00
2019,3,2,6,30,0.00E+00
2019,3,2,7,0,4.76E-02
2019,3,2,7,30,1.28E-01
2019,3,2,8,0,1.86E-01
2019,3,2,8,30,4.03E-01
2019,3,2,9,0,4.26E-01
2019,3,2,9,30,3.28E-01
2019,3,2,10,0,3.71E-01
2019,3,2,10,30,6.54E-01
2019,3,2,11,0,6.29E-01
2019,3,2,11,30,3.46E-01
2019,3,2,12,0,2.53E-01
2019,3,2,12,30,2.43E-01
2019,3,2,13,0,2.10E-01
2019,3,2,13,30,1.94E-01
2019,3,2,14,0,4.08E-01
2019,3,2,14,30,1.61E-01
2019,3,2,15,0,2.14E-01
2019,3,2,15,30,1.76E-01
2019,3,2,16,0,4.14E-01
2019,3,2,16,30,5.15E-01
2019,3,2,17,0,4.95E-01
2019,3,2,17,30,3.23E-02
2019,3,2,18,0,0.00E+00
2019,3,2,18,30,0.00E+00
2019,3,2,19,0,0.00E+00
2019,3,2,19,30,0.00E+00
2019,3,2,20,0,0.00E+00
2019,3,2,20,30,0.00E+00
2019,3,2,21,0,0.00E+00
2019,3,2,21,30,0.00E+00
2019,3,2,22,0,0.00E+00
2019,3,2,22,30,0.00E+00
2019,3,2,23,0,0.00E+00
2019,3,2,23,30,0.00E+00
2019,3,3,0,0,0.00E+00
2019,3,3,0,30,0.00E+00
2019,3,3,1,0,0.00E+00
2019,3,3,1,30,0.00E+00
2019,3,3,2,0,0.00E+00
2019,3,3,2,30,0.00E+00
2019,3,3,3,0,0.00E+00
2019,3,3,3,30,0.00E+00
2019,3,3,4,0,0.00E+00
2019,3,3,4,30,0.00E+00
2019,3,3,5,0,0.00E+00
2019,3,3,5,30,0.00E+00
2019,3,3,6,0,0.00E+00
2019,3,3,6,30,5.41E-03
2019,3,3,7,0,1.36E-01
2019,3,3,7,30,3.36E-01
2019,3,3,8,0,6.97E-01
2019,3,3,8,30,1.03E+00
2019,3,3,9,0,7.35E-01
2019,3,3,9,30,5.56E-01
2019,3,3,10,0,4.17E-01
2019,3,3,10,30,6.17E-01
2019,3,3,11,0,7.07E-01
2019,3,3,11,30,1.31E+00
2019,3,3,12,0,1.79E+00
2019,3,3,12,30,2.45E+00
2019,3,3,13,0,2.52E+00
2019,3,3,13,30,2.14E+00
2019,3,3,14,0,2.49E+00
2019,3,3,14,30,1.97E+00
2019,3,3,15,0,1.57E+00
2019,3,3,15,30,1.17E+00
2019,3,3,16,0,8.30E-01
2019,3,3,16,30,3.13E-01
2019,3,3,17,0,1.13E-01
2019,3,3,17,30,2.12E-02
2019,3,3,18,0,0.00E+00
2019,3,3,18,30,0.00E+00
2019,3,3,19,0,0.00E+00
2019,3,3,19,30,0.00E+00
2019,3,3,20,0,0.00E+00
2019,3,3,20,30,0.00E+00
2019,3,3,21,0,0.00E+00
2019,3,3,21,30,0.00E+00
2019,3,3,22,0,0.00E+00
2019,3,3,22,30,0.00E+00
2019,3,3,23,0,0.00E+00
2019,3,3,23,30,0.00E+00
2019,3,4,0,0,0.00E+00
2019,3,4,0,30,0.00E+00
2019,3,4,1,0,0.00E+00
2019,3,4,1,30,0.00E+00
2019,3,4,2,0,0.00E+00
2019,3,4,2,30,0.00E+00
2019,3,4,3,0,0.00E+00
2019,3,4,3,30,0.00E+00
2019,3,4,4,0,0.00E+00
2019,3,4,4,30,0.00E+00
2019,3,4,5,0,0.00E+00
2019,3,4,5,30,0.00E+00
2019,3,4,6,0,0.00E+00
2019,3,4,6,30,2.15E-02
2019,3,4,7,0,2.63E-01
2019,3,4,7,30,5.72E-01
2019,3,4,8,0,1.15E+00
2019,3,4,8,30,1.54E+00
2019,3,4,9,0,1.95E+00
2019,3,4,9,30,2.35E+00
2019,3,4,10,0,2.13E+00
2019,3,4,10,30,2.50E+00
2019,3,4,11,0,2.93E+00
2019,3,4,11,30,2.35E+00
2019,3,4,12,0,1.77E+00
2019,3,4,12,30,1.71E+00
2019,3,4,13,0,1.33E+00
2019,3,4,13,30,1.55E+00
2019,3,4,14,0,1.77E+00
2019,3,4,14,30,7.60E-01
2019,3,4,15,0,3.56E-01
2019,3,4,15,30,3.55E-01
2019,3,4,16,0,4.17E-01
2019,3,4,16,30,1.99E-01
2019,3,4,17,0,8.67E-02
2019,3,4,17,30,1.24E-02
2019,3,4,18,0,0.00E+00
2019,3,4,18,30,0.00E+00
2019,3,4,19,0,0.00E+00
2019,3,4,19,30,0.00E+00
2019,3,4,20,0,0.00E+00
2019,3,4,20,30,0.00E+00
2019,3,4,21,0,0.00E+00
2019,3,4,21,30,0.00E+00
2019,3,4,22,0,0.00E+00
2019,3,4,22,30,0.00E+00
2019,3,4,23,0,0.00E+00
2019,3,4,23,30,0.00E+00
2019,3,5,0,0,0.00E+00
2019,3,5,0,30,0.00E+00
2019,3,5,1,0,0.00E+00
2019,3,5,1,30,0.00E+00
2019,3,5,2,0,0.00E+00
2019,3,5,2,30,0.00E+00
2019,3,5,3,0,0.00E+00
2019,3,5,3,30,0.00E+00
2019,3,5,4,0,0.00E+00
2019,3,5,4,30,0.00E+00
2019,3,5,5,0,0.00E+00
2019,3,5,5,30,0.00E+00
2019,3,5,6,0,0.00E+00
2019,3,5,6,30,2.10E-02
2019,3,5,7,0,7.47E-02
2019,3,5,7,30,1.87E-01
2019,3,5,8,0,9.99E-01
2019,3,5,8,30,1.58E+00
2019,3,5,9,0,1.49E+00
2019,3,5,9,30,1.69E+00
2019,3,5,10,0,2.21E+00
2019,3,5,10,30,2.54E+00
2019,3,5,11,0,1.52E+00
2019,3,5,11,30,9.25E-01
2019,3,5,12,0,1.61E+00
2019,3,5,12,30,2.36E+00
2019,3,5,13,0,1.87E+00
2019,3,5,13,30,1.75E+00
2019,3,5,14,0,7.32E-01
2019,3,5,14,30,2.97E-01
2019,3,5,15,0,1.02E+00
2019,3,5,15,30,9.10E-01
2019,3,5,16,0,6.42E-01
2019,3,5,16,30,2.02E-01
2019,3,5,17,0,1.64E-01
2019,3,5,17,30,3.58E-02
2019,3,5,18,0,0.00E+00
2019,3,5,18,30,0.00E+00
2019,3,5,19,0,0.00E+00
2019,3,5,19,30,0.00E+00
2019,3,5,20,0,0.00E+00
2019,3,5,20,30,0.00E+00
2019,3,5,21,0,0.00E+00
2019,3,5,21,30,0.00E+00
2019,3,5,22,0,0.00E+00
2019,3,5,22,30,0.00E+00
2019,3,5,23,0,0.00E+00
2019,3,5,23,30,0.00E+00
2019,3,6,0,0,0.00E+00
2019,3,6,0,30,0.00E+00
2019,3,6,1,0,0.00E+00
2019,3,6,1,30,0.00E+00
2019,3,6,2,0,0.00E+00
2019,3,6,2,30,0.00E+00
2019,3,6,3,0,0.00E+00
2019,3,6,3,30,0.00E+00
2019,3,6,4,0,0.00E+00
2019,3,6,4,30,0.00E+00
2019,3,6,5,0,0.00E+00
2019,3,6,5,30,0.00E+00
2019,3,6,6,0,0.00E+00
2019,3,6,6,30,0.00E+00
2019,3,6,7,0,0.00E+00
2019,3,6,7,30,1.09E-02
2019,3,6,8,0,2.65E-01
2019,3,6,8,30,3.17E-01
2019,3,6,9,0,7.75E-01
2019,3,6,9,30,4.27E-01
2019,3,6,10,0,7.17E-01
2019,3,6,10,30,5.14E-01
2019,3,6,11,0,6.99E-01
2019,3,6,11,30,4.87E-01
2019,3,6,12,0,3.78E-01
2019,3,6,12,30,3.55E-01
2019,3,6,13,0,2.52E-01
2019,3,6,13,30,2.75E-01
2019,3,6,14,0,3.54E-01
2019,3,6,14,30,3.78E-01
2019,3,6,15,0,2.23E-01
2019,3,6,15,30,3.26E-01
2019,3,6,16,0,1.42E-01
2019,3,6,16,30,9.98E-02
2019,3,6,17,0,3.07E-02
2019,3,6,17,30,5.08E-03
2019,3,6,18,0,0.00E+00
2019,3,6,18,30,0.00E+00
2019,3,6,19,0,0.00E+00
2019,3,6,19,30,0.00E+00
2019,3,6,20,0,0.00E+00
2019,3,6,20,30,0.00E+00
2019,3,6,21,0,0.00E+00
2019,3,6,21,30,0.00E+00
2019,3,6,22,0,0.00E+00
2019,3,6,22,30,0.00E+00
2019,3,6,23,0,0.00E+00
2019,3,6,23,30,0.00E+00
2019,3,7,0,0,0.00E+00
2019,3,7,0,30,0.00E+00
2019,3,7,1,0,0.00E+00
2019,3,7,1,30,0.00E+00
2019,3,7,2,0,0.00E+00
2019,3,7,2,30,0.00E+00
2019,3,7,3,0,0.00E+00
2019,3,7,3,30,0.00E+00
2019,3,7,4,0,0.00E+00
2019,3,7,4,30,0.00E+00
2019,3,7,5,0,0.00E+00
2019,3,7,5,30,0.00E+00
2019,3,7,6,0,0.00E+00
2019,3,7,6,30,8.90E-03
2019,3,7,7,0,9.63E-02
2019,3,7,7,30,2.34E-01
2019,3,7,8,0,3.96E-01
2019,3,7,8,30,6.61E-01
2019,3,7,9,0,6.94E-01
2019,3,7,9,30,6.83E-01
2019,3,7,10,0,8.84E-01
2019,3,7,10,30,9.98E-01
2019,3,7,11,0,1.87E+00
2019,3,7,11,30,2.71E+00
2019,3,7,12,0,2.86E+00
2019,3,7,12,30,2.82E+00
2019,3,7,13,0,2.61E+00
2019,3,7,13,30,2.54E+00
2019,3,7,14,0,2.59E+00
2019,3,7,14,30,2.56E+00
2019,3,7,15,0,2.24E+00
2019,3,7,15,30,1.87E+00
2019,3,7,16,0,1.44E+00
2019,3,7,16,30,9.73E-01
2019,3,7,17,0,5.18E-01
2019,3,7,17,30,1.57E-01
2019,3,7,18,0,0.00E+00
2019,3,7,18,30,0.00E+00
2019,3,7,19,0,0.00E+00
2019,3,7,19,30,0.00E+00
2019,3,7,20,0,0.00E+00
2019,3,7,20,30,0.00E+00
2019,3,7,21,0,0.00E+00
2019,3,7,21,30,0.00E+00
2019,3,7,22,0,0.00E+00
2019,3,7,22,30,0.00E+00
2019,3,7,23,0,0.00E+00
2019,3,7,23,30,0.00E+00
2019,3,8,0,0,0.00E+00
2019,3,8,0,30,0.00E+00
2019,3,8,1,0,0.00E+00
2019,3,8,1,30,0.00E+00
2019,3,8,2,0,0.00E+00
2019,3,8,2,30,0.00E+00
2019,3,8,3,0,0.00E+00
2019,3,8,3,30,0.00E+00
2019,3,8,4,0,0.00E+00
2019,3,8,4,30,0.00E+00
2019,3,8,5,0,0.00E+00
2019,3,8,5,30,0.00E+00
2019,3,8,6,0,0.00E+00
2019,3,8,6,30,9.87E-02
2019,3,8,7,0,4.53E-01
2019,3,8,7,30,9.17E-01
2019,3,8,8,0,1.40E+00
2019,3,8,8,30,1.85E+00
2019,3,8,9,0,2.25E+00
2019,3,8,9,30,2.55E+00
2019,3,8,10,0,2.74E+00
2019,3,8,10,30,1.99E+00
2019,3,8,11,0,2.37E+00
2019,3,8,11,30,3.19E+00
2019,3,8,12,0,3.23E+00
2019,3,8,12,30,3.34E+00
